date,BTC,TRX,ADA,LTC,ETH,BNB,XRP,DOGE
2022-11-15,0.3116,0.3363,0.1311,0.3068,0.3123,0.1706,0.3729,0.4624
2022-11-16,0.3085,0.3374,0.1278,0.301,0.3011,0.1631,0.3672,0.4577
2022-11-17,0.304,0.3338,0.1419,0.2999,0.3009,0.164,0.3619,0.4374
2022-11-18,0.3038,0.3341,0.1417,0.302,0.3026,0.1641,0.3692,0.4267
2022-11-19,0.2993,0.3268,0.1278,0.2988,0.2963,0.1603,0.3705,0.4368
2022-11-20,0.2899,0.3179,0.137,0.2934,0.2924,0.161,0.3666,0.4287
2022-11-21,0.2949,0.3238,0.126,0.288,0.2892,0.1632,0.3649,0.4381
2022-11-22,0.3087,0.3303,0.1278,0.2892,0.2932,0.1649,0.3664,0.4292
2022-11-23,0.3108,0.3372,0.1254,0.2881,0.2928,0.1657,0.3671,0.4335
2022-11-24,0.3104,0.336,0.1251,0.2893,0.2976,0.1648,0.3688,0.4402
2022-11-25,0.3053,0.33,0.1142,0.2974,0.2977,0.1645,0.3729,0.4416
2022-11-26,0.305,0.3318,0.1142,0.2961,0.2939,0.1594,0.3727,0.4466
2022-11-27,0.315,0.3308,0.1224,0.3012,0.3025,0.1673,0.3827,0.452
2022-11-28,0.3079,0.3299,0.1289,0.307,0.303,0.1739,0.3829,0.4403
2022-11-29,0.3027,0.3337,0.1405,0.3047,0.3066,0.1725,0.3865,0.4367
2022-11-30,0.2993,0.3331,0.1353,0.3017,0.3062,0.1655,0.3837,0.4267
2022-12-01,0.3078,0.3324,0.1308,0.3034,0.3023,0.1713,0.3866,0.4328
2022-12-02,0.2971,0.3257,0.1431,0.3026,0.2996,0.1734,0.3841,0.4367
2022-12-03,0.3055,0.3251,0.145,0.3054,0.3042,0.1783,0.386,0.4466
2022-12-04,0.3058,0.3228,0.1474,0.3059,0.3071,0.1854,0.3845,0.451
2022-12-05,0.3064,0.3143,0.1405,0.2986,0.3006,0.1821,0.3774,0.4324
2022-12-06,0.3063,0.3127,0.1453,0.2994,0.3006,0.188,0.3793,0.4425
2022-12-07,0.3192,0.319,0.1475,0.3058,0.3107,0.1924,0.3858,0.4421
2022-12-08,0.3079,0.3136,0.1474,0.3047,0.303,0.1899,0.3875,0.4364
2022-12-09,0.2974,0.3151,0.1405,0.3047,0.2976,0.1757,0.3932,0.4405
2022-12-10,0.2999,0.317,0.1566,0.3115,0.3056,0.1743,0.3949,0.4499
2022-12-11,0.2954,0.313,0.1458,0.3061,0.2981,0.1793,0.3885,0.4491
2022-12-12,0.3029,0.3212,0.1552,0.3079,0.3022,0.177,0.3928,0.4398
2022-12-13,0.3034,0.3211,0.1614,0.3078,0.298,0.1749,0.4021,0.4543
2022-12-14,0.2943,0.3179,0.1626,0.3073,0.3029,0.1723,0.3992,0.4614
2022-12-15,0.3036,0.3158,0.1582,0.3076,0.3041,0.1765,0.3983,0.4705
2022-12-16,0.2983,0.3197,0.1431,0.3175,0.3007,0.1818,0.3973,0.4698
2022-12-17,0.3076,0.3282,0.1423,0.3221,0.3085,0.1901,0.3949,0.4591
2022-12-18,0.3065,0.3257,0.1382,0.3247,0.3101,0.195,0.3855,0.4422
2022-12-19,0.3015,0.3154,0.1377,0.3177,0.3049,0.187,0.38,0.4577
2022-12-20,0.2956,0.3164,0.1492,0.3211,0.3098,0.1902,0.377,0.4627
2022-12-21,0.2956,0.3235,0.1467,0.32,0.3124,0.1948,0.3912,0.4676
2022-12-22,0.3016,0.3208,0.1489,0.318,0.315,0.1912,0.4009,0.4673
2022-12-23,0.298,0.3161,0.1467,0.3135,0.3129,0.1932,0.4047,0.4604
2022-12-24,0.2964,0.3081,0.1401,0.3074,0.3098,0.191,0.4,0.4591
2022-12-25,0.2955,0.3029,0.1361,0.3041,0.3048,0.1877,0.3939,0.4698
2022-12-26,0.2781,0.3017,0.1308,0.3034,0.3011,0.1865,0.3847,0.4779
2022-12-27,0.2853,0.3057,0.1339,0.3104,0.3126,0.1968,0.3864,0.4795
2022-12-28,0.2848,0.309,0.1339,0.308,0.3137,0.1964,0.3918,0.4684
2022-12-29,0.2915,0.3129,0.1417,0.3043,0.3123,0.1851,0.3958,0.4628
2022-12-30,0.2932,0.3124,0.1476,0.3056,0.3135,0.1888,0.3991,0.4758
2022-12-31,0.2884,0.317,0.1418,0.3115,0.3197,0.2038,0.3997,0.4687
2023-01-01,0.2923,0.3227,0.15,0.3123,0.3276,0.2123,0.3961,0.4774
2023-01-02,0.3007,0.3195,0.1356,0.3126,0.3345,0.2167,0.3999,0.4788
2023-01-03,0.308,0.319,0.1318,0.3094,0.3394,0.2283,0.3983,0.4707
2023-01-04,0.3109,0.3184,0.1309,0.3033,0.3315,0.2216,0.3944,0.4811
2023-01-05,0.3038,0.3192,0.1308,0.299,0.3232,0.2156,0.3974,0.4849
2023-01-06,0.3036,0.3128,0.1317,0.3027,0.3216,0.2005,0.4097,0.4833
2023-01-07,0.2883,0.3006,0.1424,0.2983,0.3165,0.1981,0.4073,0.4799
2023-01-08,0.3073,0.2962,0.1374,0.2957,0.3241,0.1916,0.4093,0.4929
2023-01-09,0.3115,0.2928,0.1301,0.2978,0.3213,0.1996,0.4001,0.4889
2023-01-10,0.3044,0.2935,0.1216,0.2953,0.3218,0.2068,0.3894,0.483
2023-01-11,0.2941,0.2968,0.1388,0.2959,0.3225,0.2071,0.3852,0.4745
2023-01-12,0.2889,0.3,0.1317,0.2923,0.3221,0.2032,0.3898,0.4767
2023-01-13,0.2758,0.2895,0.1194,0.2901,0.3221,0.206,0.3917,0.4628
2023-01-14,0.2829,0.2882,0.115,0.29,0.3214,0.1996,0.3953,0.4729
2023-01-15,0.2795,0.2879,0.1054,0.2903,0.3153,0.2087,0.3856,0.48
2023-01-16,0.2799,0.2881,0.1089,0.2908,0.3143,0.2176,0.391,0.4712
2023-01-17,0.2825,0.286,0.1081,0.295,0.3195,0.217,0.3922,0.4647
2023-01-18,0.2907,0.2838,0.1128,0.2906,0.3235,0.206,0.391,0.4741
2023-01-19,0.2856,0.273,0.1249,0.2871,0.316,0.2031,0.3871,0.4899
2023-01-20,0.289,0.2697,0.1194,0.2867,0.3147,0.1999,0.3855,0.488
2023-01-21,0.2882,0.2722,0.1217,0.2895,0.3112,0.2004,0.3892,0.4941
2023-01-22,0.2805,0.2723,0.126,0.2846,0.3015,0.2013,0.3871,0.4857
2023-01-23,0.2793,0.2768,0.1295,0.2806,0.3065,0.2011,0.3857,0.4838
2023-01-24,0.2839,0.277,0.125,0.2794,0.3102,0.2007,0.3845,0.4822
2023-01-25,0.2784,0.2796,0.1134,0.2741,0.301,0.1938,0.3739,0.4626
2023-01-26,0.2822,0.2818,0.1145,0.276,0.302,0.1995,0.3788,0.4561
2023-01-27,0.2767,0.2791,0.1181,0.2825,0.3014,0.2016,0.3798,0.4576
2023-01-28,0.2823,0.2785,0.1231,0.2765,0.305,0.1827,0.362,0.4555
2023-01-29,0.2844,0.2814,0.1261,0.2806,0.3068,0.1909,0.3588,0.4557
2023-01-30,0.2845,0.2842,0.125,0.2853,0.3095,0.1931,0.363,0.4624
2023-01-31,0.2818,0.2867,0.1369,0.2817,0.3104,0.1887,0.3556,0.4631
2023-02-01,0.2867,0.2814,0.1277,0.2747,0.3105,0.1873,0.3527,0.4666
2023-02-02,0.2836,0.2817,0.1258,0.2688,0.3098,0.1937,0.3442,0.4524
2023-02-03,0.28,0.2873,0.1302,0.2674,0.3098,0.1779,0.3405,0.443
2023-02-04,0.2675,0.278,0.132,0.2645,0.3045,0.1802,0.3279,0.4369
2023-02-05,0.2712,0.2708,0.134,0.2608,0.3109,0.1762,0.3247,0.4252
2023-02-06,0.2609,0.262,0.1373,0.2521,0.3055,0.1709,0.3208,0.4302
2023-02-07,0.2603,0.2561,0.1354,0.244,0.3051,0.1529,0.3165,0.4467
2023-02-08,0.2674,0.2575,0.1419,0.24,0.3056,0.1484,0.3069,0.4324
2023-02-09,0.2629,0.2594,0.1404,0.2317,0.3018,0.148,0.302,0.4308
2023-02-10,0.2695,0.2647,0.1482,0.2388,0.3136,0.1528,0.3038,0.4269
2023-02-11,0.272,0.263,0.1425,0.2376,0.3099,0.1567,0.3101,0.4376
2023-02-12,0.2687,0.2593,0.1432,0.2377,0.312,0.1579,0.3081,0.4501
2023-02-13,0.2725,0.2635,0.1424,0.23,0.3037,0.1399,0.2991,0.4447
2023-02-14,0.2636,0.269,0.1379,0.2262,0.2974,0.1368,0.2966,0.4468
2023-02-15,0.2612,0.2642,0.135,0.216,0.2967,0.1319,0.2874,0.424
2023-02-16,0.2553,0.2577,0.1445,0.2144,0.2967,0.128,0.2825,0.4067
2023-02-17,0.2619,0.2548,0.1421,0.2071,0.295,0.1145,0.2796,0.419
2023-02-18,0.2596,0.2467,0.1484,0.2006,0.2878,0.1114,0.2715,0.4314
2023-02-19,0.2426,0.2413,0.1304,0.1923,0.2759,0.0945,0.2741,0.437
2023-02-20,0.226,0.2416,0.1301,0.1783,0.2582,0.074,0.2696,0.4348
2023-02-21,0.2178,0.2394,0.118,0.1711,0.2468,0.0646,0.2727,0.4215
2023-02-22,0.2086,0.2321,0.0971,0.1596,0.2313,0.0506000000000001,0.2652,0.4152
2023-02-23,0.1968,0.2219,0.0877,0.1547,0.2128,0.0485,0.2643,0.4151
2023-02-24,0.1617,0.2107,0.0892999999999999,0.1562,0.1962,0.0521999999999999,0.261,0.4183
2023-02-25,0.1637,0.211,0.0923,0.1567,0.2022,0.0516,0.2694,0.4328
2023-02-26,0.1507,0.2137,0.0777,0.1589,0.1995,0.0518,0.2642,0.4275
2023-02-27,0.1477,0.2111,0.0823,0.1523,0.197,0.0585,0.2602,0.4175
2023-02-28,0.1495,0.2087,0.0881,0.152,0.1966,0.0588,0.2614,0.4316
2023-03-01,0.1481,0.2071,0.0885,0.1558,0.2022,0.0607000000000001,0.2636,0.4342
2023-03-02,0.1386,0.2073,0.0973999999999999,0.1582,0.2017,0.0634,0.268,0.4293
2023-03-03,0.1298,0.2063,0.0902000000000001,0.1588,0.1924,0.0691999999999999,0.2793,0.4279
2023-03-04,0.135,0.2079,0.0867,0.16,0.198,0.0705,0.2848,0.4262
2023-03-05,0.1352,0.2057,0.0798,0.1599,0.1892,0.0750999999999999,0.2768,0.4256
2023-03-06,0.1356,0.203,0.0744,0.1605,0.1877,0.0743,0.2765,0.4123
2023-03-07,0.137,0.1989,0.0757,0.1635,0.1868,0.072,0.2764,0.4148
2023-03-08,0.1336,0.1984,0.0851000000000001,0.1626,0.1931,0.0726,0.2714,0.4146
2023-03-09,0.1343,0.1894,0.0748000000000001,0.1552,0.1853,0.0765,0.2716,0.4217
2023-03-10,0.133,0.1932,0.0868,0.1631,0.1871,0.0727000000000001,0.2718,0.4107
2023-03-11,0.1258,0.1971,0.0846,0.1567,0.1784,0.0750000000000001,0.2691,0.4023
2023-03-12,0.1233,0.2004,0.1075,0.1669,0.1833,0.0700999999999999,0.2763,0.4035
2023-03-13,0.1278,0.1994,0.1067,0.17,0.1827,0.073,0.2872,0.4081
2023-03-14,0.1296,0.2003,0.1038,0.1741,0.1895,0.0758,0.2929,0.4027
2023-03-15,0.148,0.2044,0.0938,0.1774,0.1985,0.0786,0.2964,0.4154
2023-03-16,0.1605,0.2045,0.0916,0.1864,0.2015,0.0748,0.2945,0.4221
2023-03-17,0.1607,0.2044,0.0918,0.1882,0.199,0.0794,0.2964,0.4122
2023-03-18,0.1546,0.203,0.095,0.1922,0.1954,0.0797,0.2958,0.3948
2023-03-19,0.1594,0.1916,0.0962,0.1928,0.1991,0.081,0.3001,0.388
2023-03-20,0.1514,0.1857,0.0916999999999999,0.1939,0.1984,0.08,0.293,0.3983
2023-03-21,0.155,0.1887,0.0789,0.1958,0.2046,0.0788,0.2843,0.3952
2023-03-22,0.1571,0.1909,0.0801999999999999,0.1966,0.202,0.0746,0.2881,0.3979
2023-03-23,0.1583,0.1885,0.0838,0.197,0.2002,0.0742999999999999,0.2976,0.3985
2023-03-24,0.148,0.1844,0.0857,0.1965,0.2003,0.0765,0.2986,0.3976
2023-03-25,0.152,0.1892,0.0842999999999999,0.2012,0.2039,0.0751999999999999,0.2962,0.4002
2023-03-26,0.1527,0.1951,0.0811999999999999,0.1982,0.2006,0.0724,0.2904,0.4029
2023-03-27,0.1609,0.1977,0.0847,0.2031,0.2013,0.0717000000000001,0.2994,0.4014
2023-03-28,0.166,0.1919,0.0865,0.2039,0.2009,0.0696,0.3019,0.4001
2023-03-29,0.1745,0.1917,0.0901,0.197,0.1995,0.0748,0.2966,0.3904
2023-03-30,0.1717,0.1961,0.0924999999999999,0.1992,0.2067,0.0742,0.2996,0.3872
2023-03-31,0.1601,0.1983,0.0821999999999999,0.2072,0.2098,0.0731999999999999,0.3077,0.3958
2023-04-01,0.1555,0.1949,0.0941000000000001,0.2088,0.2169,0.0758000000000001,0.3026,0.3803
2023-04-02,0.1602,0.187,0.0920000000000001,0.2011,0.2109,0.0765,0.3001,0.3954
2023-04-03,0.1691,0.1908,0.0877,0.2048,0.22,0.0754,0.3025,0.4027
2023-04-04,0.1668,0.1917,0.0928,0.2057,0.2125,0.0773999999999999,0.2994,0.3987
2023-04-05,0.1688,0.2003,0.1023,0.2114,0.2138,0.0771999999999999,0.3086,0.3955
2023-04-06,0.1766,0.2025,0.1046,0.2135,0.2189,0.0759,0.3142,0.3942
2023-04-07,0.1762,0.1966,0.1043,0.2194,0.2209,0.0751999999999999,0.3175,0.3888
2023-04-08,0.1838,0.1958,0.1017,0.2171,0.2205,0.0789000000000001,0.3176,0.4031
2023-04-09,0.1911,0.1953,0.1094,0.2199,0.2227,0.0786,0.3155,0.4055
2023-04-10,0.1837,0.1968,0.111,0.2222,0.2261,0.0769,0.3146,0.4103
2023-04-11,0.1829,0.2027,0.1174,0.2253,0.2313,0.0749,0.3243,0.4115
2023-04-12,0.1827,0.1972,0.1184,0.2265,0.2346,0.0778,0.3369,0.4069
2023-04-13,0.1747,0.1875,0.1202,0.2185,0.2272,0.0780999999999999,0.3344,0.4219
2023-04-14,0.1824,0.1844,0.1073,0.2186,0.2233,0.0784999999999999,0.3353,0.4204
2023-04-15,0.1823,0.1937,0.0988,0.2263,0.2259,0.0729,0.333,0.423
2023-04-16,0.1864,0.198,0.096,0.2249,0.233,0.0723,0.3239,0.4119
2023-04-17,0.187,0.1973,0.0997,0.2336,0.2383,0.0704,0.3212,0.4163
2023-04-18,0.2035,0.1973,0.0934,0.2311,0.2428,0.0772999999999999,0.3199,0.4235
2023-04-19,0.2092,0.1957,0.1114,0.2297,0.2424,0.0817,0.318,0.4318
2023-04-20,0.2057,0.1918,0.1105,0.2264,0.2405,0.0816,0.3137,0.4245
2023-04-21,0.205,0.2053,0.1242,0.2329,0.2473,0.0809,0.3199,0.4169
2023-04-22,0.1984,0.2098,0.1171,0.2293,0.238,0.0821,0.3225,0.4216
2023-04-23,0.1976,0.2097,0.1053,0.2252,0.2349,0.0831999999999999,0.3165,0.4136
2023-04-24,0.2051,0.2081,0.107,0.2213,0.229,0.0802999999999999,0.3202,0.4195
2023-04-25,0.2036,0.2097,0.1135,0.2264,0.2325,0.0754,0.3179,0.4286
2023-04-26,0.2073,0.2091,0.1115,0.2246,0.2381,0.074,0.3231,0.4334
2023-04-27,0.1986,0.2148,0.1134,0.2257,0.234,0.0716,0.3312,0.4124
2023-04-28,0.2024,0.2147,0.1099,0.2205,0.2315,0.0751999999999999,0.3269,0.4101
2023-04-29,0.2149,0.2122,0.1249,0.2252,0.2388,0.0691999999999999,0.3204,0.4177
2023-04-30,0.2132,0.2083,0.1208,0.2239,0.2352,0.0598,0.3133,0.426
2023-05-01,0.2117,0.2134,0.123,0.2271,0.2375,0.0553,0.3076,0.4141
2023-05-02,0.204,0.2214,0.118,0.2241,0.2361,0.0558,0.3145,0.4181
2023-05-03,0.2065,0.2227,0.1096,0.2209,0.2394,0.0559000000000001,0.3129,0.417
2023-05-04,0.2044,0.2275,0.1143,0.213,0.2324,0.0577000000000001,0.3049,0.4069
2023-05-05,0.2017,0.2281,0.1109,0.2125,0.2283,0.0551,0.3045,0.4052
2023-05-06,0.2073,0.2223,0.1225,0.2137,0.2315,0.0522,0.3106,0.4123
2023-05-07,0.2021,0.2131,0.1249,0.2097,0.2262,0.0504,0.3091,0.4159
2023-05-08,0.2095,0.2074,0.1223,0.2041,0.2263,0.0518,0.3084,0.4216
2023-05-09,0.2172,0.2131,0.1239,0.2128,0.23,0.0496,0.3055,0.429
2023-05-10,0.2239,0.2173,0.1129,0.2084,0.2312,0.0566000000000001,0.2985,0.4002
2023-05-11,0.2262,0.219,0.1252,0.2164,0.2353,0.0558999999999999,0.2996,0.4098
2023-05-12,0.2389,0.2189,0.1229,0.2255,0.245,0.0547000000000001,0.3067,0.4083
2023-05-13,0.2354,0.2196,0.1279,0.2277,0.2527,0.0604,0.3162,0.4082
2023-05-14,0.2337,0.2179,0.1129,0.2381,0.2565,0.0679000000000001,0.3271,0.4194
2023-05-15,0.229,0.2207,0.1117,0.2365,0.2543,0.0659,0.3227,0.4097
2023-05-16,0.2268,0.2234,0.1137,0.2297,0.2497,0.073,0.322,0.4085
2023-05-17,0.2378,0.2225,0.1117,0.226,0.2502,0.073,0.3225,0.3957
2023-05-18,0.2497,0.2266,0.1159,0.223,0.2561,0.0692999999999999,0.3229,0.41
2023-05-19,0.2442,0.2288,0.1243,0.224,0.2555,0.0730999999999999,0.3169,0.4153
2023-05-20,0.2433,0.2313,0.1143,0.2191,0.2569,0.0809,0.307,0.4239
2023-05-21,0.2361,0.2368,0.1155,0.218,0.2552,0.0829,0.3043,0.4229
2023-05-22,0.2271,0.2352,0.1144,0.2132,0.2574,0.0861999999999999,0.3063,0.418
2023-05-23,0.2249,0.2323,0.1163,0.2117,0.2556,0.0894,0.3057,0.3972
2023-05-24,0.2334,0.239,0.1098,0.2109,0.2615,0.0884,0.3081,0.4003
2023-05-25,0.2356,0.24,0.1026,0.2105,0.2608,0.0982000000000001,0.3021,0.3988
2023-05-26,0.241,0.2374,0.1029,0.2135,0.2641,0.0961,0.3085,0.3875
2023-05-27,0.2378,0.2342,0.1072,0.2131,0.2613,0.1076,0.3152,0.3895
2023-05-28,0.2308,0.2303,0.1041,0.2029,0.2439,0.0952999999999999,0.3064,0.3893
2023-05-29,0.2253,0.2301,0.1017,0.1978,0.2378,0.0903,0.3033,0.3841
2023-05-30,0.2146,0.228,0.0918,0.1918,0.2341,0.0953999999999999,0.3034,0.3838
2023-05-31,0.2143,0.2267,0.1059,0.1918,0.2411,0.1044,0.303,0.3873
2023-06-01,0.2266,0.2244,0.1023,0.1862,0.2426,0.1104,0.2996,0.3916
2023-06-02,0.2291,0.227,0.0951000000000001,0.1885,0.2488,0.1234,0.2997,0.3876
2023-06-03,0.2272,0.2366,0.0962000000000001,0.1867,0.2606,0.1289,0.2894,0.3828
2023-06-04,0.2168,0.2413,0.1074,0.1893,0.2585,0.1414,0.2877,0.3921
2023-06-05,0.2147,0.2396,0.0974,0.1863,0.253,0.1248,0.2918,0.3702
2023-06-06,0.2082,0.237,0.0945999999999999,0.1824,0.2487,0.1267,0.2941,0.3661
2023-06-07,0.2238,0.2352,0.0889,0.1769,0.2468,0.1125,0.2976,0.3798
2023-06-08,0.2434,0.2364,0.0976,0.1822,0.2519,0.1222,0.3006,0.3786
2023-06-09,0.2354,0.2398,0.0924,0.1812,0.2523,0.1217,0.3016,0.3699
2023-06-10,0.2305,0.2482,0.0985999999999999,0.1824,0.2497,0.115,0.3032,0.3602
2023-06-11,0.2296,0.2411,0.0962000000000001,0.1816,0.247,0.1215,0.3185,0.3784
2023-06-12,0.2263,0.234,0.0899,0.1749,0.2409,0.1084,0.3184,0.3833
2023-06-13,0.2331,0.2302,0.0759,0.1705,0.2348,0.1026,0.311,0.3888
2023-06-14,0.2341,0.2355,0.0718,0.1738,0.2401,0.1062,0.3085,0.3799
2023-06-15,0.2338,0.2343,0.0735,0.1725,0.246,0.1143,0.3098,0.3609
2023-06-16,0.2245,0.2283,0.0717000000000001,0.1777,0.2488,0.1254,0.314,0.3514
2023-06-17,0.2289,0.2246,0.0689,0.1729,0.252,0.1212,0.3046,0.3534
2023-06-18,0.2274,0.2226,0.0702,0.1723,0.2505,0.1289,0.2947,0.35
2023-06-19,0.2246,0.2257,0.0669,0.175,0.2569,0.137,0.2911,0.3689
2023-06-20,0.2306,0.2352,0.0747,0.1776,0.2595,0.1403,0.2943,0.3711
2023-06-21,0.2217,0.2407,0.0636,0.173,0.2448,0.1287,0.2945,0.3704
2023-06-22,0.2174,0.241,0.0620999999999999,0.1706,0.2425,0.1247,0.3042,0.3704
2023-06-23,0.2133,0.246,0.0599,0.1688,0.2373,0.1124,0.3059,0.3702
2023-06-24,0.2097,0.2439,0.0578000000000001,0.1693,0.2325,0.1238,0.3053,0.3787
2023-06-25,0.2121,0.2411,0.0603,0.1651,0.23,0.1258,0.3055,0.3758
2023-06-26,0.2059,0.2411,0.0685,0.1675,0.2306,0.1288,0.3138,0.365
2023-06-27,0.2045,0.2417,0.0586,0.1626,0.2226,0.1163,0.3118,0.3631
2023-06-28,0.2102,0.2368,0.0676,0.1639,0.2243,0.1187,0.307,0.3573
2023-06-29,0.2072,0.2397,0.0658,0.1638,0.2305,0.1159,0.3075,0.365
2023-06-30,0.2028,0.2448,0.0729,0.1656,0.2369,0.1218,0.3057,0.3728
