"","date","CPB"
"1",2020-08-14,0.4762
"2",2020-08-17,0.4847
"3",2020-08-18,0.4607
"4",2020-08-19,0.4354
"5",2020-08-20,0.4395
"6",2020-08-21,0.4401
"7",2020-08-24,0.4562
"8",2020-08-25,0.4959
"9",2020-08-26,0.4863
"10",2020-08-27,0.4908
"11",2020-08-28,0.489
"12",2020-08-31,0.4878
"13",2020-09-01,0.5011
"14",2020-09-02,0.5133
"15",2020-09-03,0.5423
"16",2020-09-04,0.5163
"17",2020-09-08,0.5216
"18",2020-09-09,0.5112
"19",2020-09-10,0.5111
"20",2020-09-11,0.5374
"21",2020-09-14,0.5479
"22",2020-09-15,0.5304
"23",2020-09-16,0.5101
"24",2020-09-17,0.5134
"25",2020-09-18,0.5067
"26",2020-09-21,0.5378
"27",2020-09-22,0.5347
"28",2020-09-23,0.5428
"29",2020-09-24,0.5233
"30",2020-09-25,0.5244
"31",2020-09-28,0.5247
"32",2020-09-29,0.511
"33",2020-09-30,0.4743
"34",2020-10-01,0.4686
"35",2020-10-02,0.4601
"36",2020-10-05,0.4305
"37",2020-10-06,0.433
"38",2020-10-07,0.4365
"39",2020-10-08,0.4395
"40",2020-10-09,0.4293
"41",2020-10-12,0.4195
"42",2020-10-13,0.3944
"43",2020-10-14,0.4014
"44",2020-10-15,0.419
"45",2020-10-16,0.433
"46",2020-10-19,0.4142
"47",2020-10-20,0.3934
"48",2020-10-21,0.3798
"49",2020-10-22,0.3597
"50",2020-10-23,0.3747
"51",2020-10-26,0.3609
"52",2020-10-27,0.3676
"53",2020-10-28,0.372
"54",2020-10-29,0.364
"55",2020-10-30,0.3518
"56",2020-11-02,0.3384
"57",2020-11-03,0.33
"58",2020-11-04,0.3283
"59",2020-11-05,0.3252
"60",2020-11-06,0.322
"61",2020-11-09,0.3199
"62",2020-11-10,0.3145
"63",2020-11-11,0.297
"64",2020-11-12,0.2793
"65",2020-11-13,0.2872
"66",2020-11-16,0.2717
"67",2020-11-17,0.2755
"68",2020-11-18,0.3003
"69",2020-11-19,0.286
"70",2020-11-20,0.3057
"71",2020-11-23,0.3191
"72",2020-11-24,0.3308
"73",2020-11-25,0.3356
"74",2020-11-27,0.3229
"75",2020-11-30,0.3131
"76",2020-12-01,0.2897
"77",2020-12-02,0.2929
"78",2020-12-03,0.3447
"79",2020-12-04,0.3625
"80",2020-12-07,0.3876
"81",2020-12-08,0.3727
"82",2020-12-09,0.3657
"83",2020-12-10,0.3651
"84",2020-12-11,0.3718
"85",2020-12-14,0.3977
"86",2020-12-15,0.4193
"87",2020-12-16,0.4342
"88",2020-12-17,0.4195
"89",2020-12-18,0.4153
"90",2020-12-21,0.4139
"91",2020-12-22,0.424
"92",2020-12-23,0.4496
"93",2020-12-24,0.449
"94",2020-12-28,0.4431
"95",2020-12-29,0.4526
"96",2020-12-30,0.4614
"97",2020-12-31,0.4729
"98",2021-01-04,0.5105
"99",2021-01-05,0.5208
"100",2021-01-06,0.5288
"101",2021-01-07,0.5287
"102",2021-01-08,0.4898
"103",2021-01-11,0.474
"104",2021-01-12,0.4915
"105",2021-01-13,0.5061
"106",2021-01-14,0.5131
"107",2021-01-15,0.5027
"108",2021-01-19,0.5159
"109",2021-01-20,0.5202
"110",2021-01-21,0.5262
"111",2021-01-22,0.5224
"112",2021-01-25,0.5001
"113",2021-01-26,0.48
"114",2021-01-27,0.4815
"115",2021-01-28,0.4912
"116",2021-01-29,0.4758
"117",2021-02-01,0.4432
"118",2021-02-02,0.3769
"119",2021-02-03,0.3309
"120",2021-02-04,0.3213
"121",2021-02-05,0.3167
"122",2021-02-08,0.3254
"123",2021-02-09,0.3114
"124",2021-02-10,0.296
"125",2021-02-11,0.3057
"126",2021-02-12,0.2972
"127",2021-02-16,0.2944
"128",2021-02-17,0.3113
"129",2021-02-18,0.3177
"130",2021-02-19,0.309
"131",2021-02-22,0.2939
"132",2021-02-23,0.2898
"133",2021-02-24,0.2949
"134",2021-02-25,0.3135
"135",2021-02-26,0.3221
"136",2021-03-01,0.3106
"137",2021-03-02,0.2956
"138",2021-03-03,0.2965
"139",2021-03-04,0.2928
"140",2021-03-05,0.2932
"141",2021-03-08,0.2915
"142",2021-03-09,0.2903
"143",2021-03-10,0.2899
"144",2021-03-11,0.2801
"145",2021-03-12,0.2871
"146",2021-03-15,0.2815
"147",2021-03-16,0.2911
"148",2021-03-17,0.2942
"149",2021-03-18,0.2935
"150",2021-03-19,0.2889
"151",2021-03-22,0.2869
"152",2021-03-23,0.29
"153",2021-03-24,0.2698
"154",2021-03-25,0.263
"155",2021-03-26,0.2679
"156",2021-03-29,0.2712
"157",2021-03-30,0.291
"158",2021-03-31,0.3206
"159",2021-04-01,0.3113
"160",2021-04-05,0.3115
"161",2021-04-06,0.3035
"162",2021-04-07,0.3025
"163",2021-04-08,0.3138
"164",2021-04-09,0.3431
"165",2021-04-12,0.3551
"166",2021-04-13,0.358
"167",2021-04-14,0.3667
"168",2021-04-15,0.3759
"169",2021-04-16,0.4006
"170",2021-04-19,0.4212
"171",2021-04-20,0.4208
"172",2021-04-21,0.4256
"173",2021-04-22,0.422
"174",2021-04-23,0.4387
"175",2021-04-26,0.468
"176",2021-04-27,0.4835
"177",2021-04-28,0.5045
"178",2021-04-29,0.5152
"179",2021-04-30,0.5022
"180",2021-05-03,0.5199
"181",2021-05-04,0.5141
"182",2021-05-05,0.5245
"183",2021-05-06,0.5265
"184",2021-05-07,0.5289
"185",2021-05-10,0.5329
"186",2021-05-11,0.5386
"187",2021-05-12,0.5408
"188",2021-05-13,0.5566
"189",2021-05-14,0.5713
"190",2021-05-17,0.5769
"191",2021-05-18,0.5657
"192",2021-05-19,0.5577
"193",2021-05-20,0.5577
"194",2021-05-21,0.579
"195",2021-05-24,0.588
"196",2021-05-25,0.5834
"197",2021-05-26,0.596
"198",2021-05-27,0.5866
"199",2021-05-28,0.5821
"200",2021-06-01,0.586
"201",2021-06-02,0.5672
"202",2021-06-03,0.569
"203",2021-06-04,0.5651
"204",2021-06-07,0.5843
"205",2021-06-08,0.5907
"206",2021-06-09,0.5861
"207",2021-06-10,0.585
"208",2021-06-11,0.6077
"209",2021-06-14,0.5904
"210",2021-06-15,0.5749
"211",2021-06-16,0.5574
"212",2021-06-17,0.5429
"213",2021-06-18,0.5372
"214",2021-06-21,0.5363
"215",2021-06-22,0.5395
"216",2021-06-23,0.5564
"217",2021-06-24,0.5567
"218",2021-06-25,0.5436
"219",2021-06-28,0.5333
"220",2021-06-29,0.5147
"221",2021-06-30,0.5058
"222",2021-07-01,0.498
"223",2021-07-02,0.4993
"224",2021-07-06,0.4955
"225",2021-07-07,0.5045
"226",2021-07-08,0.4981
"227",2021-07-09,0.5053
"228",2021-07-12,0.4878
"229",2021-07-13,0.4896
"230",2021-07-14,0.4717
"231",2021-07-15,0.4601
"232",2021-07-16,0.4633
"233",2021-07-19,0.4666
"234",2021-07-20,0.4626
"235",2021-07-21,0.4809
"236",2021-07-22,0.4931
"237",2021-07-23,0.4856
"238",2021-07-26,0.4819
"239",2021-07-27,0.4702
"240",2021-07-28,0.4753
"241",2021-07-29,0.4849
"242",2021-07-30,0.4987
"243",2021-08-02,0.4958
"244",2021-08-03,0.4598
"245",2021-08-04,0.4667
"246",2021-08-05,0.4493
"247",2021-08-06,0.46
"248",2021-08-09,0.4664
"249",2021-08-10,0.4743
"250",2021-08-11,0.4923
"251",2021-08-12,0.4873
"252",2021-08-13,0.4911
"253",2021-08-16,0.5019
"254",2021-08-17,0.5132
"255",2021-08-18,0.5274
"256",2021-08-19,0.4457
"257",2021-08-20,0.3921
"258",2021-08-23,0.3498
"259",2021-08-24,0.3246
"260",2021-08-25,0.33
"261",2021-08-26,0.3356
"262",2021-08-27,0.3343
"263",2021-08-30,0.3502
"264",2021-08-31,0.3604
"265",2021-09-01,0.379
"266",2021-09-02,0.3844
"267",2021-09-03,0.3843
"268",2021-09-07,0.3942
"269",2021-09-08,0.394
"270",2021-09-09,0.3797
"271",2021-09-10,0.3746
"272",2021-09-13,0.3626
"273",2021-09-14,0.3439
"274",2021-09-15,0.3429
"275",2021-09-16,0.3416
"276",2021-09-17,0.3464
"277",2021-09-20,0.3773
"278",2021-09-21,0.3697
"279",2021-09-22,0.3779
"280",2021-09-23,0.3924
"281",2021-09-24,0.383
"282",2021-09-27,0.3914
"283",2021-09-28,0.3918
"284",2021-09-29,0.3845
"285",2021-09-30,0.4007
"286",2021-10-01,0.418
"287",2021-10-04,0.4258
"288",2021-10-05,0.4219
"289",2021-10-06,0.4206
"290",2021-10-07,0.4123
"291",2021-10-08,0.3975
"292",2021-10-11,0.4014
"293",2021-10-12,0.4117
"294",2021-10-13,0.4047
"295",2021-10-14,0.4076
"296",2021-10-15,0.4223
"297",2021-10-18,0.4198
"298",2021-10-19,0.4045
"299",2021-10-20,0.382
"300",2021-10-21,0.3676
"301",2021-10-22,0.363
"302",2021-10-25,0.3539
"303",2021-10-26,0.3387
"304",2021-10-27,0.3189
"305",2021-10-28,0.3228
"306",2021-10-29,0.3289
"307",2021-11-01,0.3139
"308",2021-11-02,0.3142
"309",2021-11-03,0.2642
"310",2021-11-04,0.2709
"311",2021-11-05,0.2697
"312",2021-11-08,0.2846
"313",2021-11-09,0.3129
"314",2021-11-10,0.3017
"315",2021-11-11,0.2939
"316",2021-11-12,0.299
"317",2021-11-15,0.3335
"318",2021-11-16,0.3458
"319",2021-11-17,0.2973
"320",2021-11-18,0.2936
"321",2021-11-19,0.293
"322",2021-11-22,0.2982
"323",2021-11-23,0.3083
"324",2021-11-24,0.3118
"325",2021-11-26,0.3235
"326",2021-11-29,0.3118
"327",2021-11-30,0.3302
"328",2021-12-01,0.3405
"329",2021-12-02,0.3045
"330",2021-12-03,0.2911
"331",2021-12-06,0.2804
"332",2021-12-07,0.2705
"333",2021-12-08,0.2523
"334",2021-12-09,0.2614
"335",2021-12-10,0.2716
"336",2021-12-13,0.275
"337",2021-12-14,0.2724
"338",2021-12-15,0.2894
"339",2021-12-16,0.2576
"340",2021-12-17,0.2447
"341",2021-12-20,0.2383
"342",2021-12-21,0.2195
"343",2021-12-22,0.221
"344",2021-12-23,0.2286
"345",2021-12-27,0.2301
"346",2021-12-28,0.2477
"347",2021-12-29,0.263
"348",2021-12-30,0.2964
"349",2021-12-31,0.2794
"350",2022-01-03,0.2484
"351",2022-01-04,0.2097
"352",2022-01-05,0.1993
"353",2022-01-06,0.2071
"354",2022-01-07,0.2011
"355",2022-01-10,0.2075
"356",2022-01-11,0.2195
"357",2022-01-12,0.2361
"358",2022-01-13,0.2552
"359",2022-01-14,0.2386
"360",2022-01-18,0.2434
"361",2022-01-19,0.235
"362",2022-01-20,0.2386
"363",2022-01-21,0.2169
"364",2022-01-24,0.212
"365",2022-01-25,0.2276
"366",2022-01-26,0.2599
"367",2022-01-27,0.296
"368",2022-01-28,0.3367
"369",2022-01-31,0.3225
"370",2022-02-01,0.352
"371",2022-02-02,0.3624
"372",2022-02-03,0.3659
"373",2022-02-04,0.3689
"374",2022-02-07,0.3134
"375",2022-02-08,0.3017
"376",2022-02-09,0.3271
"377",2022-02-10,0.3349
"378",2022-02-11,0.3637
"379",2022-02-14,0.3304
"380",2022-02-15,0.3026
"381",2022-02-16,0.2877
"382",2022-02-17,0.285
"383",2022-02-18,0.2865
"384",2022-02-22,0.2834
"385",2022-02-23,0.2897
"386",2022-02-24,0.2928
"387",2022-02-25,0.2949
"388",2022-02-28,0.3184
"389",2022-03-01,0.3155
"390",2022-03-02,0.3197
"391",2022-03-03,0.2927
"392",2022-03-04,0.2853
"393",2022-03-07,0.266
"394",2022-03-08,0.2852
"395",2022-03-09,0.2842
"396",2022-03-10,0.296
"397",2022-03-11,0.3008
"398",2022-03-14,0.3152
"399",2022-03-15,0.2885
"400",2022-03-16,0.2912
"401",2022-03-17,0.2815
"402",2022-03-18,0.271
"403",2022-03-21,0.2687
"404",2022-03-22,0.2852
"405",2022-03-23,0.2809
"406",2022-03-24,0.2873
"407",2022-03-25,0.3012
"408",2022-03-28,0.3249
"409",2022-03-29,0.3044
"410",2022-03-30,0.2809
"411",2022-03-31,0.278
"412",2022-04-01,0.2844
"413",2022-04-04,0.288
"414",2022-04-05,0.3012
"415",2022-04-06,0.3099
"416",2022-04-07,0.3174
"417",2022-04-08,0.3041
"418",2022-04-11,0.3387
"419",2022-04-12,0.3142
"420",2022-04-13,0.3089
"421",2022-04-14,0.3102
"422",2022-04-18,0.3004
"423",2022-04-19,0.3084
"424",2022-04-20,0.3117
"425",2022-04-21,0.3301
"426",2022-04-22,0.3516
"427",2022-04-25,0.3514
"428",2022-04-26,0.3555
"429",2022-04-27,0.33
"430",2022-04-28,0.3209
"431",2022-04-29,0.3148
"432",2022-05-02,0.3182
"433",2022-05-03,0.3239
"434",2022-05-04,0.3275
"435",2022-05-05,0.3235
"436",2022-05-06,0.3231
"437",2022-05-09,0.3305
"438",2022-05-10,0.3483
"439",2022-05-11,0.3299
"440",2022-05-12,0.3343
"441",2022-05-13,0.3158
"442",2022-05-16,0.309
"443",2022-05-17,0.304
"444",2022-05-18,0.3235
"445",2022-05-19,0.3476
"446",2022-05-20,0.3277
"447",2022-05-23,0.3322
"448",2022-05-24,0.3542
"449",2022-05-25,0.3219
"450",2022-05-26,0.3211
"451",2022-05-27,0.3418
"452",2022-05-31,0.3218
"453",2022-06-01,0.3109
"454",2022-06-02,0.3281
"455",2022-06-03,0.349
"456",2022-06-06,0.3691
"457",2022-06-07,0.3832
"458",2022-06-08,0.3798
"459",2022-06-09,0.3448
"460",2022-06-10,0.3553
"461",2022-06-13,0.3529
"462",2022-06-14,0.3313
"463",2022-06-15,0.3163
"464",2022-06-16,0.3309
"465",2022-06-17,0.3464
"466",2022-06-21,0.3587
"467",2022-06-22,0.3801
"468",2022-06-23,0.3914
"469",2022-06-24,0.3703
"470",2022-06-27,0.3483
"471",2022-06-28,0.3206
"472",2022-06-29,0.2938
"473",2022-06-30,0.2913
"474",2022-07-01,0.3149
"475",2022-07-05,0.3285
"476",2022-07-06,0.3198
"477",2022-07-07,0.313
"478",2022-07-08,0.3399
"479",2022-07-11,0.3206
"480",2022-07-12,0.3136
"481",2022-07-13,0.3171
"482",2022-07-14,0.3021
"483",2022-07-15,0.2786
"484",2022-07-18,0.2947
"485",2022-07-19,0.2963
"486",2022-07-20,0.2939
"487",2022-07-21,0.2911
"488",2022-07-22,0.2893
"489",2022-07-25,0.2675
"490",2022-07-26,0.269
"491",2022-07-27,0.2646
"492",2022-07-28,0.2755
"493",2022-07-29,0.2852
"494",2022-08-01,0.2777
"495",2022-08-02,0.2753
"496",2022-08-03,0.2773
"497",2022-08-04,0.2912
"498",2022-08-05,0.2982
"499",2022-08-08,0.2898
"500",2022-08-09,0.3023
"501",2022-08-10,0.3018
"502",2022-08-11,0.2963
"503",2022-08-12,0.2954
"504",2022-08-15,0.3163
"505",2022-08-16,0.3245
"506",2022-08-17,0.3253
"507",2022-08-18,0.3314
"508",2022-08-19,0.346
"509",2022-08-22,0.312
"510",2022-08-23,0.3205
"511",2022-08-24,0.3437
"512",2022-08-25,0.3351
"513",2022-08-26,0.2917
"514",2022-08-29,0.2959
"515",2022-08-30,0.305
"516",2022-08-31,0.314
"517",2022-09-01,0.3336
"518",2022-09-02,0.3455
"519",2022-09-06,0.3436
"520",2022-09-07,0.3595
"521",2022-09-08,0.3545
"522",2022-09-09,0.3312
"523",2022-09-12,0.3062
"524",2022-09-13,0.3188
"525",2022-09-14,0.3202
"526",2022-09-15,0.3433
"527",2022-09-16,0.3402
"528",2022-09-19,0.3539
"529",2022-09-20,0.3405
"530",2022-09-21,0.3393
"531",2022-09-22,0.3337
"532",2022-09-23,0.3259
"533",2022-09-26,0.3196
"534",2022-09-27,0.3482
"535",2022-09-28,0.354
"536",2022-09-29,0.3552
"537",2022-09-30,0.3311
"538",2022-10-03,0.3258
"539",2022-10-04,0.3166
"540",2022-10-05,0.3252
"541",2022-10-06,0.3319
"542",2022-10-07,0.3234
"543",2022-10-10,0.3006
"544",2022-10-11,0.3372
"545",2022-10-12,0.3424
"546",2022-10-13,0.358
"547",2022-10-14,0.3611
"548",2022-10-17,0.377
"549",2022-10-18,0.3633
"550",2022-10-19,0.3665
"551",2022-10-20,0.3596
"552",2022-10-21,0.3739
"553",2022-10-24,0.3502
"554",2022-10-25,0.3605
"555",2022-10-26,0.3606
"556",2022-10-27,0.3708
"557",2022-10-28,0.3782
"558",2022-10-31,0.3847
"559",2022-11-01,0.3789
"560",2022-11-02,0.3669
"561",2022-11-03,0.3364
"562",2022-11-04,0.3246
"563",2022-11-07,0.2945
"564",2022-11-08,0.2803
"565",2022-11-09,0.3358
"566",2022-11-10,0.3444
"567",2022-11-11,0.3393
"568",2022-11-14,0.3704
"569",2022-11-15,0.3499
"570",2022-11-16,0.3608
"571",2022-11-17,0.3501
"572",2022-11-18,0.3229
"573",2022-11-21,0.2884
"574",2022-11-22,0.2879
"575",2022-11-23,0.2828
"576",2022-11-25,0.3025
"577",2022-11-28,0.3153
"578",2022-11-29,0.3179
"579",2022-11-30,0.2812
"580",2022-12-01,0.2907
"581",2022-12-02,0.3079
"582",2022-12-05,0.3019
"583",2022-12-06,0.2906
"584",2022-12-07,0.3061
"585",2022-12-08,0.2892
"586",2022-12-09,0.285
"587",2022-12-12,0.2883
"588",2022-12-13,0.3039
"589",2022-12-14,0.2872
"590",2022-12-15,0.2965
"591",2022-12-16,0.3061
"592",2022-12-19,0.2893
"593",2022-12-20,0.2403
"594",2022-12-21,0.2484
"595",2022-12-22,0.2522
"596",2022-12-23,0.2761
"597",2022-12-27,0.2679
"598",2022-12-28,0.2825
"599",2022-12-29,0.2591
"600",2022-12-30,0.2604
"601",2023-01-03,0.2718
"602",2023-01-04,0.2566
"603",2023-01-05,0.2352
"604",2023-01-06,0.2561
"605",2023-01-09,0.2497
"606",2023-01-10,0.2517
"607",2023-01-11,0.2571
"608",2023-01-12,0.2785
"609",2023-01-13,0.2777
"610",2023-01-17,0.3004
"611",2023-01-18,0.3056
"612",2023-01-19,0.2986
"613",2023-01-20,0.2838
"614",2023-01-23,0.302
"615",2023-01-24,0.3038
"616",2023-01-25,0.3158
"617",2023-01-26,0.3178
"618",2023-01-27,0.3413
"619",2023-01-30,0.3284
"620",2023-01-31,0.3162
"621",2023-02-01,0.2787
"622",2023-02-02,0.2721
"623",2023-02-03,0.2597
"624",2023-02-06,0.2912
"625",2023-02-07,0.3039
"626",2023-02-08,0.2954
"627",2023-02-09,0.3005
"628",2023-02-10,0.3241
"629",2023-02-13,0.3234
"630",2023-02-14,0.3442
"631",2023-02-15,0.3486
"632",2023-02-16,0.3366
"633",2023-02-17,0.3044
"634",2023-02-21,0.3119
"635",2023-02-22,0.3065
"636",2023-02-23,0.3378
"637",2023-02-24,0.3413
"638",2023-02-27,0.3519
"639",2023-02-28,0.3218
"640",2023-03-01,0.3375
"641",2023-03-02,0.3209
"642",2023-03-03,0.3002
"643",2023-03-06,0.292
"644",2023-03-07,0.3066
"645",2023-03-08,0.3134
"646",2023-03-09,0.3515
"647",2023-03-10,0.3888
"648",2023-03-13,0.3939
"649",2023-03-14,0.3511
"650",2023-03-15,0.3414
"651",2023-03-16,0.3278
"652",2023-03-17,0.2982
"653",2023-03-20,0.2741
"654",2023-03-21,0.2887
"655",2023-03-22,0.2942
"656",2023-03-23,0.2949
"657",2023-03-24,0.284
"658",2023-03-27,0.2918
"659",2023-03-28,0.2959
"660",2023-03-29,0.3178
"661",2023-03-30,0.3427
"662",2023-03-31,0.3278
"663",2023-04-03,0.2938
"664",2023-04-04,0.3064
"665",2023-04-05,0.2914
"666",2023-04-06,0.3133
"667",2023-04-10,0.3177
"668",2023-04-11,0.3162
"669",2023-04-12,0.3327
"670",2023-04-13,0.3306
"671",2023-04-14,0.3382
"672",2023-04-17,0.3438
"673",2023-04-18,0.33
"674",2023-04-19,0.3441
"675",2023-04-20,0.343
"676",2023-04-21,0.3533
"677",2023-04-24,0.3433
"678",2023-04-25,0.3373
"679",2023-04-26,0.3481
"680",2023-04-27,0.3682
"681",2023-04-28,0.3497
"682",2023-05-01,0.3329
"683",2023-05-02,0.3087
"684",2023-05-03,0.3185
"685",2023-05-04,0.324
"686",2023-05-05,0.3274
"687",2023-05-08,0.344
"688",2023-05-09,0.355
"689",2023-05-10,0.356
"690",2023-05-11,0.3557
"691",2023-05-12,0.3653
"692",2023-05-15,0.3384
"693",2023-05-16,0.309
"694",2023-05-17,0.3261
"695",2023-05-18,0.3196
"696",2023-05-19,0.3381
"697",2023-05-22,0.3443
"698",2023-05-23,0.3351
"699",2023-05-24,0.3666
"700",2023-05-25,0.3708
"701",2023-05-26,0.3974
"702",2023-05-30,0.3726
"703",2023-05-31,0.356
"704",2023-06-01,0.3449
"705",2023-06-02,0.3228
"706",2023-06-05,0.3416
"707",2023-06-06,0.3518
"708",2023-06-07,0.36
"709",2023-06-08,0.3717
"710",2023-06-09,0.3907
"711",2023-06-12,0.3746
"712",2023-06-13,0.3587
"713",2023-06-14,0.3625
"714",2023-06-15,0.3683
"715",2023-06-16,0.3712
"716",2023-06-20,0.3498
"717",2023-06-21,0.348
"718",2023-06-22,0.3541
"719",2023-06-23,0.3535
"720",2023-06-26,0.3766
"721",2023-06-27,0.4024
"722",2023-06-28,0.3627
"723",2023-06-29,0.3365
