"","date","MKTX"
"1",2020-08-14,0.3752
"2",2020-08-17,0.3639
"3",2020-08-18,0.3488
"4",2020-08-19,0.3338
"5",2020-08-20,0.3459
"6",2020-08-21,0.3464
"7",2020-08-24,0.3566
"8",2020-08-25,0.3658
"9",2020-08-26,0.3652
"10",2020-08-27,0.3676
"11",2020-08-28,0.3571
"12",2020-08-31,0.3495
"13",2020-09-01,0.3305
"14",2020-09-02,0.3028
"15",2020-09-03,0.2968
"16",2020-09-04,0.315
"17",2020-09-08,0.3758
"18",2020-09-09,0.3809
"19",2020-09-10,0.3573
"20",2020-09-11,0.3113
"21",2020-09-14,0.3171
"22",2020-09-15,0.3177
"23",2020-09-16,0.323
"24",2020-09-17,0.3087
"25",2020-09-18,0.3022
"26",2020-09-21,0.3043
"27",2020-09-22,0.304
"28",2020-09-23,0.2867
"29",2020-09-24,0.2883
"30",2020-09-25,0.274
"31",2020-09-28,0.2922
"32",2020-09-29,0.3102
"33",2020-09-30,0.2933
"34",2020-10-01,0.2917
"35",2020-10-02,0.2834
"36",2020-10-05,0.2773
"37",2020-10-06,0.2911
"38",2020-10-07,0.3108
"39",2020-10-08,0.2956
"40",2020-10-09,0.2675
"41",2020-10-12,0.2741
"42",2020-10-13,0.2884
"43",2020-10-14,0.3124
"44",2020-10-15,0.3137
"45",2020-10-16,0.3248
"46",2020-10-19,0.3187
"47",2020-10-20,0.3254
"48",2020-10-21,0.324
"49",2020-10-22,0.3295
"50",2020-10-23,0.3207
"51",2020-10-26,0.327
"52",2020-10-27,0.3293
"53",2020-10-28,0.3461
"54",2020-10-29,0.3423
"55",2020-10-30,0.3332
"56",2020-11-02,0.3384
"57",2020-11-03,0.3354
"58",2020-11-04,0.3362
"59",2020-11-05,0.3413
"60",2020-11-06,0.3485
"61",2020-11-09,0.377
"62",2020-11-10,0.3796
"63",2020-11-11,0.3772
"64",2020-11-12,0.3458
"65",2020-11-13,0.3454
"66",2020-11-16,0.3534
"67",2020-11-17,0.3576
"68",2020-11-18,0.3474
"69",2020-11-19,0.3328
"70",2020-11-20,0.3439
"71",2020-11-23,0.3665
"72",2020-11-24,0.3827
"73",2020-11-25,0.4003
"74",2020-11-27,0.3839
"75",2020-11-30,0.3742
"76",2020-12-01,0.3558
"77",2020-12-02,0.3733
"78",2020-12-03,0.3577
"79",2020-12-04,0.3449
"80",2020-12-07,0.3289
"81",2020-12-08,0.3354
"82",2020-12-09,0.3606
"83",2020-12-10,0.3446
"84",2020-12-11,0.3392
"85",2020-12-14,0.34
"86",2020-12-15,0.351
"87",2020-12-16,0.3611
"88",2020-12-17,0.3315
"89",2020-12-18,0.315
"90",2020-12-21,0.3005
"91",2020-12-22,0.2868
"92",2020-12-23,0.2984
"93",2020-12-24,0.322
"94",2020-12-28,0.3287
"95",2020-12-29,0.3362
"96",2020-12-30,0.3494
"97",2020-12-31,0.3486
"98",2021-01-04,0.3522
"99",2021-01-05,0.339
"100",2021-01-06,0.3201
"101",2021-01-07,0.3306
"102",2021-01-08,0.3316
"103",2021-01-11,0.3402
"104",2021-01-12,0.3186
"105",2021-01-13,0.3096
"106",2021-01-14,0.3148
"107",2021-01-15,0.3186
"108",2021-01-19,0.322
"109",2021-01-20,0.3227
"110",2021-01-21,0.3119
"111",2021-01-22,0.3111
"112",2021-01-25,0.3069
"113",2021-01-26,0.3035
"114",2021-01-27,0.2851
"115",2021-01-28,0.291
"116",2021-01-29,0.2777
"117",2021-02-01,0.2867
"118",2021-02-02,0.3051
"119",2021-02-03,0.3066
"120",2021-02-04,0.3229
"121",2021-02-05,0.3317
"122",2021-02-08,0.3444
"123",2021-02-09,0.3264
"124",2021-02-10,0.2456
"125",2021-02-11,0.2229
"126",2021-02-12,0.2279
"127",2021-02-16,0.2436
"128",2021-02-17,0.2424
"129",2021-02-18,0.2499
"130",2021-02-19,0.2598
"131",2021-02-22,0.2773
"132",2021-02-23,0.2701
"133",2021-02-24,0.2781
"134",2021-02-25,0.2643
"135",2021-02-26,0.27
"136",2021-03-01,0.2706
"137",2021-03-02,0.2766
"138",2021-03-03,0.2784
"139",2021-03-04,0.2756
"140",2021-03-05,0.2724
"141",2021-03-08,0.2757
"142",2021-03-09,0.2946
"143",2021-03-10,0.32
"144",2021-03-11,0.3143
"145",2021-03-12,0.3118
"146",2021-03-15,0.3068
"147",2021-03-16,0.3097
"148",2021-03-17,0.3157
"149",2021-03-18,0.3185
"150",2021-03-19,0.325
"151",2021-03-22,0.3324
"152",2021-03-23,0.3308
"153",2021-03-24,0.3418
"154",2021-03-25,0.3339
"155",2021-03-26,0.3326
"156",2021-03-29,0.3219
"157",2021-03-30,0.3322
"158",2021-03-31,0.333
"159",2021-04-01,0.337
"160",2021-04-05,0.3123
"161",2021-04-06,0.3159
"162",2021-04-07,0.3287
"163",2021-04-08,0.3503
"164",2021-04-09,0.3446
"165",2021-04-12,0.3459
"166",2021-04-13,0.3217
"167",2021-04-14,0.2943
"168",2021-04-15,0.278
"169",2021-04-16,0.2476
"170",2021-04-19,0.2246
"171",2021-04-20,0.1949
"172",2021-04-21,0.1907
"173",2021-04-22,0.1962
"174",2021-04-23,0.1983
"175",2021-04-26,0.2186
"176",2021-04-27,0.2199
"177",2021-04-28,0.2261
"178",2021-04-29,0.2424
"179",2021-04-30,0.2538
"180",2021-05-03,0.2616
"181",2021-05-04,0.2621
"182",2021-05-05,0.275
"183",2021-05-06,0.2891
"184",2021-05-07,0.2861
"185",2021-05-10,0.3044
"186",2021-05-11,0.3493
"187",2021-05-12,0.385
"188",2021-05-13,0.3946
"189",2021-05-14,0.4001
"190",2021-05-17,0.3833
"191",2021-05-18,0.3978
"192",2021-05-19,0.4071
"193",2021-05-20,0.4039
"194",2021-05-21,0.3815
"195",2021-05-24,0.365
"196",2021-05-25,0.351
"197",2021-05-26,0.3435
"198",2021-05-27,0.3347
"199",2021-05-28,0.3461
"200",2021-06-01,0.3272
"201",2021-06-02,0.3195
"202",2021-06-03,0.3127
"203",2021-06-04,0.3083
"204",2021-06-07,0.2892
"205",2021-06-08,0.2839
"206",2021-06-09,0.2726
"207",2021-06-10,0.2531
"208",2021-06-11,0.2367
"209",2021-06-14,0.2424
"210",2021-06-15,0.2048
"211",2021-06-16,0.2106
"212",2021-06-17,0.2045
"213",2021-06-18,0.2201
"214",2021-06-21,0.2044
"215",2021-06-22,0.1924
"216",2021-06-23,0.1774
"217",2021-06-24,0.1694
"218",2021-06-25,0.1702
"219",2021-06-28,0.1835
"220",2021-06-29,0.1668
"221",2021-06-30,0.1616
"222",2021-07-01,0.1545
"223",2021-07-02,0.1681
"224",2021-07-06,0.1571
"225",2021-07-07,0.1442
"226",2021-07-08,0.1436
"227",2021-07-09,0.1693
"228",2021-07-12,0.1631
"229",2021-07-13,0.1787
"230",2021-07-14,0.1819
"231",2021-07-15,0.1965
"232",2021-07-16,0.1982
"233",2021-07-19,0.1987
"234",2021-07-20,0.1855
"235",2021-07-21,0.2107
"236",2021-07-22,0.2184
"237",2021-07-23,0.2216
"238",2021-07-26,0.2499
"239",2021-07-27,0.2814
"240",2021-07-28,0.2816
"241",2021-07-29,0.2924
"242",2021-07-30,0.3147
"243",2021-08-02,0.3147
"244",2021-08-03,0.3042
"245",2021-08-04,0.2916
"246",2021-08-05,0.2979
"247",2021-08-06,0.3198
"248",2021-08-09,0.3456
"249",2021-08-10,0.3233
"250",2021-08-11,0.3078
"251",2021-08-12,0.2824
"252",2021-08-13,0.2841
"253",2021-08-16,0.2917
"254",2021-08-17,0.246
"255",2021-08-18,0.2399
"256",2021-08-19,0.1893
"257",2021-08-20,0.1819
"258",2021-08-23,0.1738
"259",2021-08-24,0.1959
"260",2021-08-25,0.1929
"261",2021-08-26,0.1938
"262",2021-08-27,0.2017
"263",2021-08-30,0.1848
"264",2021-08-31,0.1967
"265",2021-09-01,0.2087
"266",2021-09-02,0.2034
"267",2021-09-03,0.1767
"268",2021-09-07,0.1745
"269",2021-09-08,0.1715
"270",2021-09-09,0.1707
"271",2021-09-10,0.1769
"272",2021-09-13,0.1918
"273",2021-09-14,0.1639
"274",2021-09-15,0.1652
"275",2021-09-16,0.1729
"276",2021-09-17,0.1585
"277",2021-09-20,0.1296
"278",2021-09-21,0.1661
"279",2021-09-22,0.184
"280",2021-09-23,0.1807
"281",2021-09-24,0.1855
"282",2021-09-27,0.1868
"283",2021-09-28,0.1966
"284",2021-09-29,0.2053
"285",2021-09-30,0.202
"286",2021-10-01,0.188
"287",2021-10-04,0.173
"288",2021-10-05,0.1433
"289",2021-10-06,0.1601
"290",2021-10-07,0.1867
"291",2021-10-08,0.2016
"292",2021-10-11,0.1849
"293",2021-10-12,0.186
"294",2021-10-13,0.1978
"295",2021-10-14,0.2381
"296",2021-10-15,0.2286
"297",2021-10-18,0.1997
"298",2021-10-19,0.1867
"299",2021-10-20,0.184
"300",2021-10-21,0.189
"301",2021-10-22,0.2102
"302",2021-10-25,0.224
"303",2021-10-26,0.221
"304",2021-10-27,0.2326
"305",2021-10-28,0.2169
"306",2021-10-29,0.2067
"307",2021-11-01,0.2254
"308",2021-11-02,0.2426
"309",2021-11-03,0.2525
"310",2021-11-04,0.2342
"311",2021-11-05,0.2529
"312",2021-11-08,0.2349
"313",2021-11-09,0.2242
"314",2021-11-10,0.2306
"315",2021-11-11,0.2306
"316",2021-11-12,0.2258
"317",2021-11-15,0.2211
"318",2021-11-16,0.2251
"319",2021-11-17,0.2553
"320",2021-11-18,0.244
"321",2021-11-19,0.2331
"322",2021-11-22,0.2262
"323",2021-11-23,0.2422
"324",2021-11-24,0.2322
"325",2021-11-26,0.2204
"326",2021-11-29,0.211
"327",2021-11-30,0.2012
"328",2021-12-01,0.1742
"329",2021-12-02,0.1619
"330",2021-12-03,0.1619
"331",2021-12-06,0.1854
"332",2021-12-07,0.1888
"333",2021-12-08,0.1816
"334",2021-12-09,0.1876
"335",2021-12-10,0.1963
"336",2021-12-13,0.1699
"337",2021-12-14,0.156
"338",2021-12-15,0.17
"339",2021-12-16,0.1799
"340",2021-12-17,0.1481
"341",2021-12-20,0.1629
"342",2021-12-21,0.1665
"343",2021-12-22,0.1787
"344",2021-12-23,0.1888
"345",2021-12-27,0.1974
"346",2021-12-28,0.1996
"347",2021-12-29,0.178
"348",2021-12-30,0.1615
"349",2021-12-31,0.166
"350",2022-01-03,0.166
"351",2022-01-04,0.1883
"352",2022-01-05,0.1915
"353",2022-01-06,0.1764
"354",2022-01-07,0.1573
"355",2022-01-10,0.18
"356",2022-01-11,0.2029
"357",2022-01-12,0.1927
"358",2022-01-13,0.1914
"359",2022-01-14,0.212
"360",2022-01-18,0.1864
"361",2022-01-19,0.2025
"362",2022-01-20,0.1876
"363",2022-01-21,0.1891
"364",2022-01-24,0.1808
"365",2022-01-25,0.1839
"366",2022-01-26,0.1864
"367",2022-01-27,0.1961
"368",2022-01-28,0.204
"369",2022-01-31,0.2066
"370",2022-02-01,0.2054
"371",2022-02-02,0.2112
"372",2022-02-03,0.2015
"373",2022-02-04,0.2103
"374",2022-02-07,0.2257
"375",2022-02-08,0.2326
"376",2022-02-09,0.1894
"377",2022-02-10,0.1743
"378",2022-02-11,0.1846
"379",2022-02-14,0.2178
"380",2022-02-15,0.2133
"381",2022-02-16,0.2142
"382",2022-02-17,0.197
"383",2022-02-18,0.2111
"384",2022-02-22,0.2143
"385",2022-02-23,0.2159
"386",2022-02-24,0.2086
"387",2022-02-25,0.211
"388",2022-02-28,0.2088
"389",2022-03-01,0.234
"390",2022-03-02,0.2349
"391",2022-03-03,0.2619
"392",2022-03-04,0.2639
"393",2022-03-07,0.2468
"394",2022-03-08,0.2433
"395",2022-03-09,0.2574
"396",2022-03-10,0.2376
"397",2022-03-11,0.2289
"398",2022-03-14,0.2323
"399",2022-03-15,0.2445
"400",2022-03-16,0.2339
"401",2022-03-17,0.2212
"402",2022-03-18,0.2146
"403",2022-03-21,0.2362
"404",2022-03-22,0.2419
"405",2022-03-23,0.2397
"406",2022-03-24,0.2337
"407",2022-03-25,0.2391
"408",2022-03-28,0.2345
"409",2022-03-29,0.2525
"410",2022-03-30,0.2414
"411",2022-03-31,0.2622
"412",2022-04-01,0.2528
"413",2022-04-04,0.2472
"414",2022-04-05,0.2439
"415",2022-04-06,0.2674
"416",2022-04-07,0.2675
"417",2022-04-08,0.2495
"418",2022-04-11,0.2329
"419",2022-04-12,0.2293
"420",2022-04-13,0.2062
"421",2022-04-14,0.2378
"422",2022-04-18,0.2615
"423",2022-04-19,0.2711
"424",2022-04-20,0.2508
"425",2022-04-21,0.2433
"426",2022-04-22,0.2529
"427",2022-04-25,0.2447
"428",2022-04-26,0.2423
"429",2022-04-27,0.2444
"430",2022-04-28,0.2326
"431",2022-04-29,0.235
"432",2022-05-02,0.2138
"433",2022-05-03,0.2337
"434",2022-05-04,0.2538
"435",2022-05-05,0.271
"436",2022-05-06,0.2551
"437",2022-05-09,0.233
"438",2022-05-10,0.2174
"439",2022-05-11,0.2556
"440",2022-05-12,0.2456
"441",2022-05-13,0.2406
"442",2022-05-16,0.2216
"443",2022-05-17,0.2085
"444",2022-05-18,0.2138
"445",2022-05-19,0.2249
"446",2022-05-20,0.2262
"447",2022-05-23,0.2458
"448",2022-05-24,0.2343
"449",2022-05-25,0.2209
"450",2022-05-26,0.2055
"451",2022-05-27,0.2203
"452",2022-05-31,0.1959
"453",2022-06-01,0.1616
"454",2022-06-02,0.1621
"455",2022-06-03,0.1904
"456",2022-06-06,0.1755
"457",2022-06-07,0.1419
"458",2022-06-08,0.1313
"459",2022-06-09,0.1417
"460",2022-06-10,0.1385
"461",2022-06-13,0.1262
"462",2022-06-14,0.133
"463",2022-06-15,0.1479
"464",2022-06-16,0.1639
"465",2022-06-17,0.1559
"466",2022-06-21,0.1366
"467",2022-06-22,0.1455
"468",2022-06-23,0.1266
"469",2022-06-24,0.1447
"470",2022-06-27,0.1462
"471",2022-06-28,0.1604
"472",2022-06-29,0.1316
"473",2022-06-30,0.11
"474",2022-07-01,0.1032
"475",2022-07-05,0.1256
"476",2022-07-06,0.1318
"477",2022-07-07,0.1464
"478",2022-07-08,0.1524
"479",2022-07-11,0.1431
"480",2022-07-12,0.1304
"481",2022-07-13,0.1532
"482",2022-07-14,0.1591
"483",2022-07-15,0.1358
"484",2022-07-18,0.1259
"485",2022-07-19,0.1207
"486",2022-07-20,0.134
"487",2022-07-21,0.1528
"488",2022-07-22,0.1603
"489",2022-07-25,0.1877
"490",2022-07-26,0.1789
"491",2022-07-27,0.1951
"492",2022-07-28,0.1724
"493",2022-07-29,0.1666
"494",2022-08-01,0.1661
"495",2022-08-02,0.1755
"496",2022-08-03,0.1622
"497",2022-08-04,0.1351
"498",2022-08-05,0.1302
"499",2022-08-08,0.1552
"500",2022-08-09,0.1571
"501",2022-08-10,0.1503
"502",2022-08-11,0.1492
"503",2022-08-12,0.1635
"504",2022-08-15,0.1552
"505",2022-08-16,0.161
"506",2022-08-17,0.1634
"507",2022-08-18,0.158
"508",2022-08-19,0.1381
"509",2022-08-22,0.1131
"510",2022-08-23,0.1241
"511",2022-08-24,0.1697
"512",2022-08-25,0.1719
"513",2022-08-26,0.1512
"514",2022-08-29,0.1401
"515",2022-08-30,0.1535
"516",2022-08-31,0.132
"517",2022-09-01,0.1274
"518",2022-09-02,0.1116
"519",2022-09-06,0.1341
"520",2022-09-07,0.1092
"521",2022-09-08,0.1112
"522",2022-09-09,0.1184
"523",2022-09-12,0.1378
"524",2022-09-13,0.158
"525",2022-09-14,0.1636
"526",2022-09-15,0.1449
"527",2022-09-16,0.1493
"528",2022-09-19,0.1443
"529",2022-09-20,0.1395
"530",2022-09-21,0.1367
"531",2022-09-22,0.1256
"532",2022-09-23,0.1176
"533",2022-09-26,0.113
"534",2022-09-27,0.104
"535",2022-09-28,0.1144
"536",2022-09-29,0.0963
"537",2022-09-30,0.0871
"538",2022-10-03,0.0527
"539",2022-10-04,0.0189
"540",2022-10-05,0.0608
"541",2022-10-06,0.0634
"542",2022-10-07,0.0662
"543",2022-10-10,0.0746
"544",2022-10-11,0.0815
"545",2022-10-12,0.0682
"546",2022-10-13,0.0486
"547",2022-10-14,0.0271
"548",2022-10-17,0.0205
"549",2022-10-18,0.0235
"550",2022-10-19,0.0181
"551",2022-10-20,0.0496
"552",2022-10-21,0.0474999999999999
"553",2022-10-24,0.046
"554",2022-10-25,0.0722
"555",2022-10-26,0.1
"556",2022-10-27,0.0925
"557",2022-10-28,0.0721
"558",2022-10-31,0.0645
"559",2022-11-01,0.0899
"560",2022-11-02,0.1061
"561",2022-11-03,0.1348
"562",2022-11-04,0.1339
"563",2022-11-07,0.1353
"564",2022-11-08,0.1092
"565",2022-11-09,0.14
"566",2022-11-10,0.1813
"567",2022-11-11,0.2117
"568",2022-11-14,0.1947
"569",2022-11-15,0.1942
"570",2022-11-16,0.1942
"571",2022-11-17,0.2136
"572",2022-11-18,0.2055
"573",2022-11-21,0.1891
"574",2022-11-22,0.1988
"575",2022-11-23,0.2132
"576",2022-11-25,0.2208
"577",2022-11-28,0.2398
"578",2022-11-29,0.2199
"579",2022-11-30,0.2349
"580",2022-12-01,0.2211
"581",2022-12-02,0.2237
"582",2022-12-05,0.2218
"583",2022-12-06,0.2121
"584",2022-12-07,0.218
"585",2022-12-08,0.2234
"586",2022-12-09,0.2098
"587",2022-12-12,0.2108
"588",2022-12-13,0.2003
"589",2022-12-14,0.2053
"590",2022-12-15,0.2065
"591",2022-12-16,0.2138
"592",2022-12-19,0.1691
"593",2022-12-20,0.1507
"594",2022-12-21,0.1216
"595",2022-12-22,0.1204
"596",2022-12-23,0.1168
"597",2022-12-27,0.1216
"598",2022-12-28,0.0967
"599",2022-12-29,0.1005
"600",2022-12-30,0.049
"601",2023-01-03,0.0807
"602",2023-01-04,0.0783
"603",2023-01-05,0.0778
"604",2023-01-06,0.0595
"605",2023-01-09,0.0707
"606",2023-01-10,0.0733
"607",2023-01-11,0.1039
"608",2023-01-12,0.1413
"609",2023-01-13,0.1305
"610",2023-01-17,0.1192
"611",2023-01-18,0.1299
"612",2023-01-19,0.1155
"613",2023-01-20,0.1204
"614",2023-01-23,0.1141
"615",2023-01-24,0.135
"616",2023-01-25,0.1295
"617",2023-01-26,0.1412
"618",2023-01-27,0.1439
"619",2023-01-30,0.1583
"620",2023-01-31,0.1445
"621",2023-02-01,0.1716
"622",2023-02-02,0.1328
"623",2023-02-03,0.1305
"624",2023-02-06,0.1143
"625",2023-02-07,0.1098
"626",2023-02-08,0.0912
"627",2023-02-09,0.1329
"628",2023-02-10,0.1277
"629",2023-02-13,0.172
"630",2023-02-14,0.2111
"631",2023-02-15,0.2856
"632",2023-02-16,0.2784
"633",2023-02-17,0.2564
"634",2023-02-21,0.2264
"635",2023-02-22,0.1992
"636",2023-02-23,0.182
"637",2023-02-24,0.17
"638",2023-02-27,0.1512
"639",2023-02-28,0.1534
"640",2023-03-01,0.1512
"641",2023-03-02,0.1609
"642",2023-03-03,0.1669
"643",2023-03-06,0.1713
"644",2023-03-07,0.1581
"645",2023-03-08,0.1494
"646",2023-03-09,0.1398
"647",2023-03-10,0.1515
"648",2023-03-13,0.1603
"649",2023-03-14,0.155
"650",2023-03-15,0.1613
"651",2023-03-16,0.1654
"652",2023-03-17,0.1498
"653",2023-03-20,0.1472
"654",2023-03-21,0.1571
"655",2023-03-22,0.1485
"656",2023-03-23,0.1489
"657",2023-03-24,0.1679
"658",2023-03-27,0.1554
"659",2023-03-28,0.1569
"660",2023-03-29,0.1367
"661",2023-03-30,0.1239
"662",2023-03-31,0.1302
"663",2023-04-03,0.1475
"664",2023-04-04,0.1614
"665",2023-04-05,0.1441
"666",2023-04-06,0.1231
"667",2023-04-10,0.139
"668",2023-04-11,0.1407
"669",2023-04-12,0.1431
"670",2023-04-13,0.1421
"671",2023-04-14,0.1348
"672",2023-04-17,0.1526
"673",2023-04-18,0.1641
"674",2023-04-19,0.1681
"675",2023-04-20,0.1704
"676",2023-04-21,0.1671
"677",2023-04-24,0.1555
"678",2023-04-25,0.1591
"679",2023-04-26,0.1542
"680",2023-04-27,0.1622
"681",2023-04-28,0.1606
"682",2023-05-01,0.1596
"683",2023-05-02,0.1574
"684",2023-05-03,0.1526
"685",2023-05-04,0.1575
"686",2023-05-05,0.1491
"687",2023-05-08,0.157
"688",2023-05-09,0.1451
"689",2023-05-10,0.122
"690",2023-05-11,0.1101
"691",2023-05-12,0.1043
"692",2023-05-15,0.1076
"693",2023-05-16,0.1112
"694",2023-05-17,0.1304
"695",2023-05-18,0.1296
"696",2023-05-19,0.1364
"697",2023-05-22,0.1636
"698",2023-05-23,0.1598
"699",2023-05-24,0.145
"700",2023-05-25,0.1368
"701",2023-05-26,0.1283
"702",2023-05-30,0.1368
"703",2023-05-31,0.1331
"704",2023-06-01,0.128
"705",2023-06-02,0.1281
"706",2023-06-05,0.1342
"707",2023-06-06,0.1556
"708",2023-06-07,0.1451
"709",2023-06-08,0.1501
"710",2023-06-09,0.1463
"711",2023-06-12,0.142
"712",2023-06-13,0.1499
"713",2023-06-14,0.1297
"714",2023-06-15,0.1173
"715",2023-06-16,0.1084
"716",2023-06-20,0.1175
"717",2023-06-21,0.1139
"718",2023-06-22,0.1352
"719",2023-06-23,0.1424
"720",2023-06-26,0.1442
"721",2023-06-27,0.1399
"722",2023-06-28,0.1445
"723",2023-06-29,0.1392
