"","date","META"
"1",2022-04-18,0.2381
"2",2022-04-19,0.2347
"3",2022-04-20,0.2308
"4",2022-04-21,0.2271
"5",2022-04-22,0.2282
"6",2022-04-25,0.2262
"7",2022-04-26,0.2305
"8",2022-04-27,0.2292
"9",2022-04-28,0.2306
"10",2022-04-29,0.2239
"11",2022-05-02,0.2297
"12",2022-05-03,0.2327
"13",2022-05-04,0.2459
"14",2022-05-05,0.247
"15",2022-05-06,0.2383
"16",2022-05-09,0.231
"17",2022-05-10,0.2311
"18",2022-05-11,0.2247
"19",2022-05-12,0.2342
"20",2022-05-13,0.2314
"21",2022-05-16,0.2282
"22",2022-05-17,0.2155
"23",2022-05-18,0.2196
"24",2022-05-19,0.2222
"25",2022-05-20,0.2307
"26",2022-05-23,0.2347
"27",2022-05-24,0.2358
"28",2022-05-25,0.2327
"29",2022-05-26,0.2258
"30",2022-05-27,0.2224
"31",2022-05-31,0.2317
"32",2022-06-01,0.235
"33",2022-06-02,0.2394
"34",2022-06-03,0.2385
"35",2022-06-06,0.2394
"36",2022-06-07,0.2376
"37",2022-06-08,0.2431
"38",2022-06-09,0.2352
"39",2022-06-10,0.2342
"40",2022-06-13,0.2311
"41",2022-06-14,0.2338
"42",2022-06-15,0.2252
"43",2022-06-16,0.2278
"44",2022-06-17,0.2246
"45",2022-06-21,0.2269
"46",2022-06-22,0.2259
"47",2022-06-23,0.2325
"48",2022-06-24,0.234
"49",2022-06-27,0.2375
"50",2022-06-28,0.228
"51",2022-06-29,0.2249
"52",2022-06-30,0.2273
"53",2022-07-01,0.2339
"54",2022-07-05,0.2295
"55",2022-07-06,0.2297
"56",2022-07-07,0.2333
"57",2022-07-08,0.2336
"58",2022-07-11,0.2336
"59",2022-07-12,0.2375
"60",2022-07-13,0.2352
"61",2022-07-14,0.2395
"62",2022-07-15,0.2327
"63",2022-07-18,0.2364
"64",2022-07-19,0.2327
"65",2022-07-20,0.2412
"66",2022-07-21,0.243
"67",2022-07-22,0.2435
"68",2022-07-25,0.2345
"69",2022-07-26,0.2327
"70",2022-07-27,0.2257
"71",2022-07-28,0.2352
"72",2022-07-29,0.2384
"73",2022-08-01,0.2463
"74",2022-08-02,0.2479
"75",2022-08-03,0.2424
"76",2022-08-04,0.2414
"77",2022-08-05,0.2385
"78",2022-08-08,0.2314
"79",2022-08-09,0.2461
"80",2022-08-10,0.2412
"81",2022-08-11,0.2465
"82",2022-08-12,0.2497
"83",2022-08-15,0.2502
"84",2022-08-16,0.2461
"85",2022-08-17,0.2487
"86",2022-08-18,0.2446
"87",2022-08-19,0.2434
"88",2022-08-22,0.2424
"89",2022-08-23,0.2466
"90",2022-08-24,0.237
"91",2022-08-25,0.2452
"92",2022-08-26,0.2419
"93",2022-08-29,0.2392
"94",2022-08-30,0.2318
"95",2022-08-31,0.2314
"96",2022-09-01,0.2315
"97",2022-09-02,0.2402
"98",2022-09-06,0.2373
"99",2022-09-07,0.2299
"100",2022-09-08,0.2209
"101",2022-09-09,0.2218
"102",2022-09-12,0.2192
"103",2022-09-13,0.2289
"104",2022-09-14,0.2322
"105",2022-09-15,0.2323
"106",2022-09-16,0.2178
"107",2022-09-19,0.2166
"108",2022-09-20,0.2179
"109",2022-09-21,0.2237
"110",2022-09-22,0.2191
"111",2022-09-23,0.219
"112",2022-09-26,0.2169
"113",2022-09-27,0.2194
"114",2022-09-28,0.2167
"115",2022-09-29,0.2232
"116",2022-09-30,0.2211
"117",2022-10-03,0.2164
"118",2022-10-04,0.2108
"119",2022-10-05,0.2134
"120",2022-10-06,0.2096
"121",2022-10-07,0.2233
"122",2022-10-10,0.2249
"123",2022-10-11,0.2267
"124",2022-10-12,0.2264
"125",2022-10-13,0.2294
"126",2022-10-14,0.229
"127",2022-10-17,0.2278
"128",2022-10-18,0.2171
"129",2022-10-19,0.2154
"130",2022-10-20,0.2093
"131",2022-10-21,0.2188
"132",2022-10-24,0.2173
"133",2022-10-25,0.2274
"134",2022-10-26,0.2213
"135",2022-10-27,0.2269
"136",2022-10-28,0.2377
"137",2022-10-31,0.2516
"138",2022-11-01,0.2506
"139",2022-11-02,0.2528
"140",2022-11-03,0.2524
"141",2022-11-04,0.2538
"142",2022-11-07,0.255
"143",2022-11-08,0.2618
"144",2022-11-09,0.2649
"145",2022-11-10,0.2769
"146",2022-11-11,0.2789
"147",2022-11-14,0.2838
"148",2022-11-15,0.284
"149",2022-11-16,0.2885
"150",2022-11-17,0.2793
"151",2022-11-18,0.289
"152",2022-11-21,0.2913
"153",2022-11-22,0.2989
"154",2022-11-23,0.2993
"155",2022-11-25,0.298
"156",2022-11-28,0.2951
"157",2022-11-29,0.3018
"158",2022-11-30,0.2904
"159",2022-12-01,0.2958
"160",2022-12-02,0.2941
"161",2022-12-05,0.2989
"162",2022-12-06,0.2996
"163",2022-12-07,0.3038
"164",2022-12-08,0.2985
"165",2022-12-09,0.3032
"166",2022-12-12,0.3078
"167",2022-12-13,0.3136
"168",2022-12-14,0.3067
"169",2022-12-15,0.31
"170",2022-12-16,0.3107
"171",2022-12-19,0.3152
"172",2022-12-20,0.3132
"173",2022-12-21,0.3158
"174",2022-12-22,0.3064
"175",2022-12-23,0.3216
"176",2022-12-27,0.3206
"177",2022-12-28,0.3176
"178",2022-12-29,0.3077
"179",2022-12-30,0.305
"180",2023-01-03,0.3044
"181",2023-01-04,0.3171
"182",2023-01-05,0.3178
"183",2023-01-06,0.3201
"184",2023-01-09,0.321
"185",2023-01-10,0.3249
"186",2023-01-11,0.3208
"187",2023-01-12,0.3141
"188",2023-01-13,0.3049
"189",2023-01-17,0.3045
"190",2023-01-18,0.3002
"191",2023-01-19,0.3032
"192",2023-01-20,0.304
"193",2023-01-23,0.3118
"194",2023-01-24,0.2993
"195",2023-01-25,0.302
"196",2023-01-26,0.3065
"197",2023-01-27,0.3057
"198",2023-01-30,0.2947
"199",2023-01-31,0.2997
"200",2023-02-01,0.2963
"201",2023-02-02,0.3066
"202",2023-02-03,0.3071
"203",2023-02-06,0.3146
"204",2023-02-07,0.3083
"205",2023-02-08,0.3048
"206",2023-02-09,0.2963
"207",2023-02-10,0.2996
"208",2023-02-13,0.3021
"209",2023-02-14,0.3092
"210",2023-02-15,0.3053
"211",2023-02-16,0.3032
"212",2023-02-17,0.2982
"213",2023-02-21,0.2935
"214",2023-02-22,0.2938
"215",2023-02-23,0.3002
"216",2023-02-24,0.3012
"217",2023-02-27,0.3179
"218",2023-02-28,0.3123
"219",2023-03-01,0.3092
"220",2023-03-02,0.307
"221",2023-03-03,0.3122
"222",2023-03-06,0.3074
"223",2023-03-07,0.3062
"224",2023-03-08,0.2946
"225",2023-03-09,0.2944
"226",2023-03-10,0.2929
"227",2023-03-13,0.2959
"228",2023-03-14,0.2912
"229",2023-03-15,0.2953
"230",2023-03-16,0.2879
"231",2023-03-17,0.2915
"232",2023-03-20,0.2904
"233",2023-03-21,0.2901
"234",2023-03-22,0.284
"235",2023-03-23,0.2919
"236",2023-03-24,0.2936
"237",2023-03-27,0.2948
"238",2023-03-28,0.2883
"239",2023-03-29,0.286
"240",2023-03-30,0.2864
"241",2023-03-31,0.2982
"242",2023-04-03,0.2956
"243",2023-04-04,0.2939
"244",2023-04-05,0.2858
"245",2023-04-06,0.2841
"246",2023-04-10,0.269
"247",2023-04-11,0.2676
"248",2023-04-12,0.262
"249",2023-04-13,0.2621
"250",2023-04-14,0.2577
"251",2023-04-17,0.2548
"252",2023-04-18,0.2459
"253",2023-04-19,0.2399
"254",2023-04-20,0.2275
"255",2023-04-21,0.2276
"256",2023-04-24,0.2297
"257",2023-04-25,0.2298
"258",2023-04-26,0.2258
"259",2023-04-27,0.224
"260",2023-04-28,0.2119
"261",2023-05-01,0.2103
"262",2023-05-02,0.2017
"263",2023-05-03,0.2025
"264",2023-05-04,0.1974
"265",2023-05-05,0.2065
"266",2023-05-08,0.2029
"267",2023-05-09,0.1943
"268",2023-05-10,0.1822
"269",2023-05-11,0.1767
"270",2023-05-12,0.1603
"271",2023-05-15,0.1635
"272",2023-05-16,0.1662
"273",2023-05-17,0.1745
"274",2023-05-18,0.1774
"275",2023-05-19,0.178
"276",2023-05-22,0.1746
"277",2023-05-23,0.1743
"278",2023-05-24,0.162
"279",2023-05-25,0.1651
"280",2023-05-26,0.1728
"281",2023-05-30,0.1818
"282",2023-05-31,0.1751
"283",2023-06-01,0.1754
"284",2023-06-02,0.1689
"285",2023-06-05,0.1699
"286",2023-06-06,0.1679
"287",2023-06-07,0.1723
"288",2023-06-08,0.1659
"289",2023-06-09,0.1602
"290",2023-06-12,0.1523
"291",2023-06-13,0.1603
"292",2023-06-14,0.1676
"293",2023-06-15,0.1697
"294",2023-06-16,0.1633
"295",2023-06-20,0.1666
"296",2023-06-21,0.1651
"297",2023-06-22,0.1745
"298",2023-06-23,0.174
"299",2023-06-26,0.1782
"300",2023-06-27,0.1828
"301",2023-06-28,0.1945
"302",2023-06-29,0.1949
