"","date","FANG"
"1",2020-11-10,0.1313
"2",2020-11-11,0.1128
"3",2020-11-12,0.111
"4",2020-11-13,0.1115
"5",2020-11-16,0.1132
"6",2020-11-17,0.1127
"7",2020-11-18,0.1193
"8",2020-11-19,0.1321
"9",2020-11-20,0.1118
"10",2020-11-23,0.1107
"11",2020-11-24,0.1229
"12",2020-11-25,0.1326
"13",2020-11-27,0.1326
"14",2020-11-30,0.1302
"15",2020-12-01,0.1246
"16",2020-12-02,0.1248
"17",2020-12-03,0.1281
"18",2020-12-04,0.1226
"19",2020-12-07,0.122
"20",2020-12-08,0.1063
"21",2020-12-09,0.1187
"22",2020-12-10,0.1208
"23",2020-12-11,0.1169
"24",2020-12-14,0.1227
"25",2020-12-15,0.1206
"26",2020-12-16,0.1105
"27",2020-12-17,0.1079
"28",2020-12-18,0.1004
"29",2020-12-21,0.1162
"30",2020-12-22,0.1139
"31",2020-12-23,0.1148
"32",2020-12-24,0.1214
"33",2020-12-28,0.1348
"34",2020-12-29,0.1379
"35",2020-12-30,0.1332
"36",2020-12-31,0.1296
"37",2021-01-04,0.1246
"38",2021-01-05,0.1138
"39",2021-01-06,0.1351
"40",2021-01-07,0.1405
"41",2021-01-08,0.1356
"42",2021-01-11,0.1328
"43",2021-01-12,0.1345
"44",2021-01-13,0.1192
"45",2021-01-14,0.1316
"46",2021-01-15,0.1315
"47",2021-01-19,0.1297
"48",2021-01-20,0.1212
"49",2021-01-21,0.133
"50",2021-01-22,0.1381
"51",2021-01-25,0.1382
"52",2021-01-26,0.1243
"53",2021-01-27,0.1088
"54",2021-01-28,0.1085
"55",2021-01-29,0.1158
"56",2021-02-01,0.1287
"57",2021-02-02,0.1381
"58",2021-02-03,0.1357
"59",2021-02-04,0.1505
"60",2021-02-05,0.155
"61",2021-02-08,0.1545
"62",2021-02-09,0.1461
"63",2021-02-10,0.1472
"64",2021-02-11,0.144
"65",2021-02-12,0.1549
"66",2021-02-16,0.1574
"67",2021-02-17,0.1442
"68",2021-02-18,0.127
"69",2021-02-19,0.1495
"70",2021-02-22,0.1516
"71",2021-02-23,0.1469
"72",2021-02-24,0.1346
"73",2021-02-25,0.1305
"74",2021-02-26,0.1303
"75",2021-03-01,0.1327
"76",2021-03-02,0.1465
"77",2021-03-03,0.15
"78",2021-03-04,0.1482
"79",2021-03-05,0.1558
"80",2021-03-08,0.1477
"81",2021-03-09,0.1646
"82",2021-03-10,0.1664
"83",2021-03-11,0.1618
"84",2021-03-12,0.1612
"85",2021-03-15,0.1597
"86",2021-03-16,0.1473
"87",2021-03-17,0.1565
"88",2021-03-18,0.1466
"89",2021-03-19,0.156
"90",2021-03-22,0.16
"91",2021-03-23,0.1543
"92",2021-03-24,0.1449
"93",2021-03-25,0.1474
"94",2021-03-26,0.1554
"95",2021-03-29,0.1614
"96",2021-03-30,0.1607
"97",2021-03-31,0.149
"98",2021-04-01,0.1373
"99",2021-04-05,0.1485
"100",2021-04-06,0.1489
"101",2021-04-07,0.1653
"102",2021-04-08,0.1726
"103",2021-04-09,0.1793
"104",2021-04-12,0.1795
"105",2021-04-13,0.182
"106",2021-04-14,0.1682
"107",2021-04-15,0.1591
"108",2021-04-16,0.1477
"109",2021-04-19,0.1668
"110",2021-04-20,0.1689
"111",2021-04-21,0.1706
"112",2021-04-22,0.1727
"113",2021-04-23,0.1622
"114",2021-04-26,0.1582
"115",2021-04-27,0.1502
"116",2021-04-28,0.1333
"117",2021-04-29,0.1432
"118",2021-04-30,0.138
"119",2021-05-03,0.1467
"120",2021-05-04,0.1642
"121",2021-05-05,0.1681
"122",2021-05-06,0.1651
"123",2021-05-07,0.163
"124",2021-05-10,0.1699
"125",2021-05-11,0.1754
"126",2021-05-12,0.1738
"127",2021-05-13,0.1635
"128",2021-05-14,0.1421
"129",2021-05-17,0.1628
"130",2021-05-18,0.1609
"131",2021-05-19,0.1723
"132",2021-05-20,0.159
"133",2021-05-21,0.1584
"134",2021-05-24,0.1512
"135",2021-05-25,0.1556
"136",2021-05-26,0.1547
"137",2021-05-27,0.153
"138",2021-05-28,0.1482
"139",2021-06-01,0.1506
"140",2021-06-02,0.1435
"141",2021-06-03,0.1478
"142",2021-06-04,0.1555
"143",2021-06-07,0.1579
"144",2021-06-08,0.1653
"145",2021-06-09,0.1655
"146",2021-06-10,0.1694
"147",2021-06-11,0.1654
"148",2021-06-14,0.1498
"149",2021-06-15,0.1585
"150",2021-06-16,0.1612
"151",2021-06-17,0.1555
"152",2021-06-18,0.1419
"153",2021-06-21,0.1606
"154",2021-06-22,0.1668
"155",2021-06-23,0.1678
"156",2021-06-24,0.1601
"157",2021-06-25,0.1472
"158",2021-06-28,0.1282
"159",2021-06-29,0.148
"160",2021-06-30,0.1583
"161",2021-07-01,0.1657
"162",2021-07-02,0.1641
"163",2021-07-06,0.1541
"164",2021-07-07,0.1548
"165",2021-07-08,0.1695
"166",2021-07-09,0.174
"167",2021-07-12,0.1711
"168",2021-07-13,0.1619
"169",2021-07-14,0.1686
"170",2021-07-15,0.1562
"171",2021-07-16,0.1607
"172",2021-07-19,0.1632
"173",2021-07-20,0.1534
"174",2021-07-21,0.1453
"175",2021-07-22,0.1542
"176",2021-07-23,0.1572
"177",2021-07-26,0.1652
"178",2021-07-27,0.1596
"179",2021-07-28,0.1635
"180",2021-07-29,0.1604
"181",2021-07-30,0.1685
"182",2021-08-02,0.1746
"183",2021-08-03,0.1746
"184",2021-08-04,0.1642
"185",2021-08-05,0.1725
"186",2021-08-06,0.1844
"187",2021-08-09,0.1759
"188",2021-08-10,0.1563
"189",2021-08-11,0.1738
"190",2021-08-12,0.1715
"191",2021-08-13,0.1698
"192",2021-08-16,0.1747
"193",2021-08-17,0.1749
"194",2021-08-18,0.1738
"195",2021-08-19,0.1657
"196",2021-08-20,0.1501
"197",2021-08-23,0.1469
"198",2021-08-24,0.1433
"199",2021-08-25,0.1619
"200",2021-08-26,0.1664
"201",2021-08-27,0.1768
"202",2021-08-30,0.1783
"203",2021-08-31,0.1751
"204",2021-09-01,0.1793
"205",2021-09-02,0.1768
"206",2021-09-03,0.1619
"207",2021-09-07,0.1583
"208",2021-09-08,0.1581
"209",2021-09-09,0.1759
"210",2021-09-10,0.1745
"211",2021-09-13,0.1686
"212",2021-09-14,0.1484
"213",2021-09-15,0.1588
"214",2021-09-16,0.1622
"215",2021-09-17,0.1688
"216",2021-09-20,0.1678
"217",2021-09-21,0.1561
"218",2021-09-22,0.1391
"219",2021-09-23,0.1614
"220",2021-09-24,0.1729
"221",2021-09-27,0.1786
"222",2021-09-28,0.1771
"223",2021-09-29,0.1634
"224",2021-09-30,0.1566
"225",2021-10-01,0.1606
"226",2021-10-04,0.1621
"227",2021-10-05,0.1606
"228",2021-10-06,0.1449
"229",2021-10-07,0.1543
"230",2021-10-08,0.1645
"231",2021-10-11,0.1686
"232",2021-10-12,0.166
"233",2021-10-13,0.1569
"234",2021-10-14,0.1556
"235",2021-10-15,0.1511
"236",2021-10-18,0.146
"237",2021-10-19,0.1647
"238",2021-10-20,0.1683
"239",2021-10-21,0.1789
"240",2021-10-22,0.1727
"241",2021-10-25,0.181
"242",2021-10-26,0.1711
"243",2021-10-27,0.173
"244",2021-10-28,0.1705
"245",2021-10-29,0.178
"246",2021-11-01,0.1766
"247",2021-11-02,0.186
"248",2021-11-03,0.1987
"249",2021-11-04,0.1946
"250",2021-11-05,0.2004
"251",2021-11-08,0.2051
"252",2021-11-09,0.1989
"253",2021-11-10,0.1917
"254",2021-11-11,0.1902
"255",2021-11-12,0.1883
"256",2021-11-15,0.2014
"257",2021-11-16,0.2081
"258",2021-11-17,0.213
"259",2021-11-18,0.2096
"260",2021-11-19,0.2072
"261",2021-11-22,0.2071
"262",2021-11-23,0.1985
"263",2021-11-24,0.1856
"264",2021-11-26,0.1872
"265",2021-11-29,0.191
"266",2021-11-30,0.1893
"267",2021-12-01,0.1795
"268",2021-12-02,0.1854
"269",2021-12-03,0.1764
"270",2021-12-06,0.1778
"271",2021-12-07,0.1813
"272",2021-12-08,0.1769
"273",2021-12-09,0.1811
"274",2021-12-10,0.1935
"275",2021-12-13,0.1893
"276",2021-12-14,0.1891
"277",2021-12-15,0.1893
"278",2021-12-16,0.1732
"279",2021-12-17,0.1893
"280",2021-12-20,0.1931
"281",2021-12-21,0.1927
"282",2021-12-22,0.1835
"283",2021-12-23,0.1747
"284",2021-12-27,0.1637
"285",2021-12-28,0.1819
"286",2021-12-29,0.1836
"287",2021-12-30,0.1804
"288",2021-12-31,0.1727
"289",2022-01-03,0.1895
"290",2022-01-04,0.196
"291",2022-01-05,0.1966
"292",2022-01-06,0.1911
"293",2022-01-07,0.1871
"294",2022-01-10,0.1886
"295",2022-01-11,0.1768
"296",2022-01-12,0.1716
"297",2022-01-13,0.1834
"298",2022-01-14,0.1811
"299",2022-01-18,0.1928
"300",2022-01-19,0.19
"301",2022-01-20,0.1813
"302",2022-01-21,0.179
"303",2022-01-24,0.1799
"304",2022-01-25,0.1836
"305",2022-01-26,0.184
"306",2022-01-27,0.1791
"307",2022-01-28,0.178
"308",2022-01-31,0.1601
"309",2022-02-01,0.1806
"310",2022-02-02,0.1823
"311",2022-02-03,0.1919
"312",2022-02-04,0.1913
"313",2022-02-07,0.185
"314",2022-02-08,0.1693
"315",2022-02-09,0.1704
"316",2022-02-10,0.1631
"317",2022-02-11,0.1524
"318",2022-02-14,0.155
"319",2022-02-15,0.1656
"320",2022-02-16,0.1699
"321",2022-02-17,0.1844
"322",2022-02-18,0.1873
"323",2022-02-22,0.1751
"324",2022-02-23,0.1662
"325",2022-02-24,0.171
"326",2022-02-25,0.1671
"327",2022-02-28,0.1576
"328",2022-03-01,0.1523
"329",2022-03-02,0.1742
"330",2022-03-03,0.1749
"331",2022-03-04,0.1667
"332",2022-03-07,0.1536
"333",2022-03-08,0.1594
"334",2022-03-09,0.1636
"335",2022-03-10,0.1737
"336",2022-03-11,0.1796
"337",2022-03-14,0.1728
"338",2022-03-15,0.1504
"339",2022-03-16,0.1592
"340",2022-03-17,0.165
"341",2022-03-18,0.1756
"342",2022-03-21,0.1773
"343",2022-03-22,0.1687
"344",2022-03-23,0.1595
"345",2022-03-24,0.1657
"346",2022-03-25,0.1665
"347",2022-03-28,0.1616
"348",2022-03-29,0.1536
"349",2022-03-30,0.1627
"350",2022-03-31,0.1589
"351",2022-04-01,0.1763
"352",2022-04-04,0.1774
"353",2022-04-05,0.1793
"354",2022-04-06,0.1837
"355",2022-04-07,0.1822
"356",2022-04-08,0.1726
"357",2022-04-11,0.175
"358",2022-04-12,0.1648
"359",2022-04-13,0.1688
"360",2022-04-14,0.1652
"361",2022-04-18,0.1596
"362",2022-04-19,0.1702
"363",2022-04-20,0.1836
"364",2022-04-21,0.1847
"365",2022-04-22,0.1855
"366",2022-04-25,0.1774
"367",2022-04-26,0.18
"368",2022-04-27,0.161
"369",2022-04-28,0.2057
"370",2022-04-29,0.2175
"371",2022-05-02,0.2168
"372",2022-05-03,0.2162
"373",2022-05-04,0.2269
"374",2022-05-05,0.2352
"375",2022-05-06,0.2362
"376",2022-05-09,0.2358
"377",2022-05-10,0.2275
"378",2022-05-11,0.2186
"379",2022-05-12,0.2298
"380",2022-05-13,0.2315
"381",2022-05-16,0.2665
"382",2022-05-17,0.2586
"383",2022-05-18,0.2545
"384",2022-05-19,0.2685
"385",2022-05-20,0.2692
"386",2022-05-23,0.2611
"387",2022-05-24,0.2432
"388",2022-05-25,0.2214
"389",2022-05-26,0.2508
"390",2022-05-27,0.2605
"391",2022-05-31,0.2538
"392",2022-06-01,0.2541
"393",2022-06-02,0.2677
"394",2022-06-03,0.2693
"395",2022-06-06,0.2873
"396",2022-06-07,0.2845
"397",2022-06-08,0.276
"398",2022-06-09,0.2518
"399",2022-06-10,0.2662
"400",2022-06-13,0.2652
"401",2022-06-14,0.2692
"402",2022-06-15,0.2804
"403",2022-06-16,0.2656
"404",2022-06-17,0.2448
"405",2022-06-21,0.2587
"406",2022-06-22,0.2758
"407",2022-06-23,0.2711
"408",2022-06-24,0.2594
"409",2022-06-27,0.2777
"410",2022-06-28,0.2611
"411",2022-06-29,0.2581
"412",2022-06-30,0.238
"413",2022-07-01,0.2316
"414",2022-07-05,0.2396
"415",2022-07-06,0.2368
"416",2022-07-07,0.2436
"417",2022-07-08,0.2547
"418",2022-07-11,0.2411
"419",2022-07-12,0.2484
"420",2022-07-13,0.2434
"421",2022-07-14,0.2473
"422",2022-07-15,0.2264
"423",2022-07-18,0.2349
"424",2022-07-19,0.2281
"425",2022-07-20,0.2303
"426",2022-07-21,0.2318
"427",2022-07-22,0.2142
"428",2022-07-25,0.2017
"429",2022-07-26,0.225
"430",2022-07-27,0.2204
"431",2022-07-28,0.2139
"432",2022-07-29,0.2173
"433",2022-08-01,0.216
"434",2022-08-02,0.2153
"435",2022-08-03,0.2145
"436",2022-08-04,0.2013
"437",2022-08-05,0.2016
"438",2022-08-08,0.187
"439",2022-08-09,0.2009
"440",2022-08-10,0.1999
"441",2022-08-11,0.2219
"442",2022-08-12,0.2182
"443",2022-08-15,0.2003
"444",2022-08-16,0.1971
"445",2022-08-17,0.1982
"446",2022-08-18,0.1961
"447",2022-08-19,0.1988
"448",2022-08-22,0.182
"449",2022-08-23,0.1892
"450",2022-08-24,0.2014
"451",2022-08-25,0.2009
"452",2022-08-26,0.1849
"453",2022-08-29,0.1895
"454",2022-08-30,0.1973
"455",2022-08-31,0.1917
"456",2022-09-01,0.1833
"457",2022-09-02,0.1754
"458",2022-09-06,0.1642
"459",2022-09-07,0.1758
"460",2022-09-08,0.1745
"461",2022-09-09,0.1846
"462",2022-09-12,0.1827
"463",2022-09-13,0.1736
"464",2022-09-14,0.1674
"465",2022-09-15,0.1914
"466",2022-09-16,0.1847
"467",2022-09-19,0.1808
"468",2022-09-20,0.1703
"469",2022-09-21,0.1826
"470",2022-09-22,0.1826
"471",2022-09-23,0.1895
"472",2022-09-26,0.1891
"473",2022-09-27,0.209
"474",2022-09-28,0.213
"475",2022-09-29,0.1966
"476",2022-09-30,0.18
"477",2022-10-03,0.1744
"478",2022-10-04,0.158
"479",2022-10-05,0.1657
"480",2022-10-06,0.1659
"481",2022-10-07,0.1659
"482",2022-10-10,0.1566
"483",2022-10-11,0.1584
"484",2022-10-12,0.1637
"485",2022-10-13,0.1612
"486",2022-10-14,0.1743
"487",2022-10-17,0.1485
"488",2022-10-18,0.1343
"489",2022-10-19,0.1507
"490",2022-10-20,0.1527
"491",2022-10-21,0.1492
"492",2022-10-24,0.1444
"493",2022-10-25,0.1385
"494",2022-10-26,0.137
"495",2022-10-27,0.1395
"496",2022-10-28,0.1319
"497",2022-10-31,0.1308
"498",2022-11-01,0.1251
"499",2022-11-02,0.1299
"500",2022-11-03,0.1219
"501",2022-11-04,0.1278
"502",2022-11-07,0.1251
"503",2022-11-08,0.1198
"504",2022-11-09,0.1157
"505",2022-11-10,0.124
"506",2022-11-11,0.1199
"507",2022-11-14,0.1207
"508",2022-11-15,0.1147
"509",2022-11-16,0.122
"510",2022-11-17,0.1251
"511",2022-11-18,0.1252
"512",2022-11-21,0.1204
"513",2022-11-22,0.1261
"514",2022-11-23,0.1241
"515",2022-11-25,0.1255
"516",2022-11-28,0.1305
"517",2022-11-29,0.1356
"518",2022-11-30,0.1332
"519",2022-12-01,0.1473
"520",2022-12-02,0.1483
"521",2022-12-05,0.1536
"522",2022-12-06,0.1524
"523",2022-12-07,0.1547
"524",2022-12-08,0.1546
"525",2022-12-09,0.158
"526",2022-12-12,0.1563
"527",2022-12-13,0.1679
"528",2022-12-14,0.1703
"529",2022-12-15,0.1839
"530",2022-12-16,0.1884
"531",2022-12-19,0.1928
"532",2022-12-20,0.1964
"533",2022-12-21,0.204
"534",2022-12-22,0.2122
"535",2022-12-23,0.222
"536",2022-12-27,0.2399
"537",2022-12-28,0.2637
"538",2022-12-29,0.2919
"539",2022-12-30,0.3201
"540",2023-01-03,0.337
"541",2023-01-04,0.3485
"542",2023-01-05,0.3531
"543",2023-01-06,0.3644
"544",2023-01-09,0.3721
"545",2023-01-10,0.3708
"546",2023-01-11,0.3458
"547",2023-01-12,0.2694
"548",2023-01-13,0.1658
"549",2023-01-17,0.1712
"550",2023-01-18,0.1552
"551",2023-01-19,0.1355
"552",2023-01-20,0.1215
"553",2023-01-23,0.0745
"554",2023-01-24,0.0512
"555",2023-01-25,0.0606
"556",2023-01-26,0.0702
"557",2023-01-27,0.0875
"558",2023-01-30,0.0917
"559",2023-01-31,0.1004
"560",2023-02-01,0.1032
"561",2023-02-02,0.1151
"562",2023-02-03,0.1252
"563",2023-02-06,0.1299
"564",2023-02-07,0.1239
"565",2023-02-08,0.1337
"566",2023-02-09,0.1271
"567",2023-02-10,0.1302
"568",2023-02-13,0.1371
"569",2023-02-14,0.1481
"570",2023-02-15,0.1599
"571",2023-02-16,0.1447
"572",2023-02-17,0.141
"573",2023-02-21,0.142
"574",2023-02-22,0.141
"575",2023-02-23,0.1429
"576",2023-02-24,0.1424
"577",2023-02-27,0.151
"578",2023-02-28,0.148
"579",2023-03-01,0.1402
"580",2023-03-02,0.1498
"581",2023-03-03,0.1495
"582",2023-03-06,0.1438
"583",2023-03-07,0.1367
"584",2023-03-08,0.1292
"585",2023-03-09,0.1293
"586",2023-03-10,0.1286
"587",2023-03-13,0.1266
"588",2023-03-14,0.1161
"589",2023-03-15,0.1073
"590",2023-03-16,0.1086
"591",2023-03-17,0.1089
"592",2023-03-20,0.0997999999999999
"593",2023-03-21,0.0944
"594",2023-03-22,0.0881
"595",2023-03-23,0.0861
"596",2023-03-24,0.0794
"597",2023-03-27,0.0735000000000001
"598",2023-03-28,0.0735
"599",2023-03-29,0.0682
"600",2023-03-30,0.0683
"601",2023-03-31,0.0702999999999999
"602",2023-04-03,0.0701999999999999
"603",2023-04-04,0.0685
"604",2023-04-05,0.0647
"605",2023-04-06,0.0591999999999999
"606",2023-04-10,0.0403
"607",2023-04-11,0.0247999999999999
"608",2023-04-12,0.0223
"609",2023-04-13,0.0212
"610",2023-04-14,0.0242
"611",2023-04-17,0.0277999999999999
"612",2023-04-18,0.0287000000000001
"613",2023-04-19,0.0292
"614",2023-04-20,0.0299999999999999
"615",2023-04-21,0.0336
"616",2023-04-24,0.0352
"617",2023-04-25,0.0367
"618",2023-04-26,0.0387999999999999
"619",2023-04-27,0.0457
"620",2023-04-28,0.0489999999999999
"621",2023-05-01,0.0488999999999999
"622",2023-05-02,0.0455
"623",2023-05-03,0.0493
"624",2023-05-04,0.0504
"625",2023-05-05,0.0492
"626",2023-05-08,0.0515
"627",2023-05-09,0.0572
"628",2023-05-10,0.0637
"629",2023-05-11,0.0706
"630",2023-05-12,0.0703
"631",2023-05-15,0.0732999999999999
"632",2023-05-16,0.0714
"633",2023-05-17,0.0736
"634",2023-05-18,0.0810000000000001
"635",2023-05-19,0.0877
"636",2023-05-22,0.0885
"637",2023-05-23,0.0867
"638",2023-05-24,0.0867
"639",2023-05-25,0.0923999999999999
"640",2023-05-26,0.0916
"641",2023-05-30,0.0943000000000001
"642",2023-05-31,0.0978
"643",2023-06-01,0.0969000000000001
"644",2023-06-02,0.0992
"645",2023-06-05,0.0908
"646",2023-06-06,0.0855
"647",2023-06-07,0.0891000000000001
"648",2023-06-08,0.0846
"649",2023-06-09,0.0830000000000001
"650",2023-06-12,0.0773
"651",2023-06-13,0.0801999999999999
"652",2023-06-14,0.0782
"653",2023-06-15,0.0781000000000001
"654",2023-06-16,0.0789
"655",2023-06-20,0.0748
"656",2023-06-21,0.0680999999999999
"657",2023-06-22,0.0600000000000001
"658",2023-06-23,0.0466
"659",2023-06-26,0.0426
"660",2023-06-27,0.0295000000000001
"661",2023-06-28,0.0234
"662",2023-06-29,0.0221
